# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	CONCEPTS	TAXA	COUNTERPART	TOKENS	LEXSTATID
315	blood	Nanga	gòndùgó	ɡ ò n d ù ɡ ó	225
316	blood	Jamsay	nɛ̂yⁿ	n ɛ̂ dʒⁿ	229
317	blood	Perge_Tegu	nɛ̂m	n ɛ̂ m	229
318	blood	Gourou	nɛ̂yⁿ	n ɛ̂ dʒⁿ	229
319	blood	Jamsay_Mondoro	nɛ̂yⁿ	n ɛ̂ dʒⁿ	229
320	blood	Togo_Kan	nɛ́	n ɛ́	229
321	blood	Yorno_So	ìllî:	ì l l îː	238
322	blood	Tomo_Kan_Diangassagou	ɲí:	ɲ íː	229
323	blood	Tommo_So	ìlìyé	ì l ì dʒ é	238
324	blood	Dogul_Dom	gìŋɛ̀nɛ́	ɡ ì ŋ ɛ̀ n ɛ́	228
325	blood	Tebul_Ure	jènjé	dʒ è n dʒ é	235
326	blood	Yanda_Dom	jènjù	dʒ è n dʒ ù	235
327	blood	Tiranige	jé:ŋgé	dʒ éː ŋ ɡ é	225
328	blood	Mombo	gè:ŋgé	ɡ èː ŋ ɡ é	225
329	blood	Bunoge	bàbà	b à b à	227
#
330	blunt, not sharp (blade)	Toro_Tegu	dùnú	d ù n ú	239
331	blunt, not sharp (blade)	Ben_Tey	dùmbú	d ù m b ú	239
332	blunt, not sharp (blade)	Bankan_Tey	dùmbú	d ù m b ú	239
333	blunt, not sharp (blade)	Nanga	dùmbí	d ù m b í	239
334	blunt, not sharp (blade)	Jamsay	dǔm	d ǔ m	239
335	blunt, not sharp (blade)	Perge_Tegu	dùmbú	d ù m b ú	239
336	blunt, not sharp (blade)	Gourou	dǔm	d ǔ m	239
337	blunt, not sharp (blade)	Jamsay_Mondoro	dǔm	d ǔ m	239
338	blunt, not sharp (blade)	Togo_Kan	dùmú	d ù m ú	239
339	blunt, not sharp (blade)	Yorno_So	dùmɲǐ:	d ù m ɲ ǐː	239
340	blunt, not sharp (blade)	Tommo_So	dúŋgú	d ú ŋ ɡ ú	239
341	blunt, not sharp (blade)	Yanda_Dom	dònù	d ò n ù	239
342	blunt, not sharp (blade)	Tiranige	dúmbú	d ú m b ú	239
343	blunt, not sharp (blade)	Mombo	dúmbé	d ú m b é	239
#
344	bone	Toro_Tegu	cìrá	tʃ ì r á	241
345	bone	Ben_Tey	cìrⁿɛ̌yⁿ	tʃ ì r̃ ɛ̌ dʒⁿ	241
346	bone	Bankan_Tey	kìrⁿěy	k ì r̃ ě dʒ	240
347	bone	Nanga	kìrⁿá	k ì r̃ á	240
348	bone	Jamsay	cìrⁿé	tʃ ì r̃ é	241
349	bone	Perge_Tegu	kìrⁿé	k ì r̃ é	240
350	bone	Gourou	kìrⁿé	k ì r̃ é	240
351	bone	Jamsay_Mondoro	cìrⁿé	tʃ ì r̃ é	241
352	bone	Togo_Kan	kìrⁿí	k ì r̃ í	240
353	bone	Yorno_So	kǐ:	k ǐː	240
354	bone	Tomo_Kan_Diangassagou	cìlɛ̀	tʃ ì l ɛ̀	241
355	bone	Tommo_So	kìyé	k ì dʒ é	240
356	bone	Dogul_Dom	kɛ́nɛ́	k ɛ́ n ɛ́	240
357	bone	Tebul_Ure	cìnǎ:	tʃ ì n ǎː	241
358	bone	Yanda_Dom	kìrⁿà	k ì r̃ à	240
359	bone	Tiranige	cíní	tʃ í n í	241
360	bone	Mombo	gà:wⁿě:	ɡ àː w̃ ěː	247
361	bone	Bunoge	gá:yè xxx	ɡ áː dʒ è # x x x	242
#
362	boundary (of field)	Toro_Tegu	húlɛ́	h ú l ɛ́	260
363	boundary (of field)	Bankan_Tey	íyà	í dʒ à	248
364	boundary (of field)	Nanga	sàrⁿá	s à r̃ á	250
365	boundary (of field)	Jamsay	úrɔ́	ú r ɔ́	250
366	boundary (of field)	Perge_Tegu	úrɔ́	ú r ɔ́	250
367	boundary (of field)	Gourou	úrɔ́	ú r ɔ́	250
368	boundary (of field)	Togo_Kan	úrɔ́	ú r ɔ́	250
369	boundary (of field)	Yorno_So	úlɔ̀	ú l ɔ̀	250
370	boundary (of field)	Tomo_Kan_Diangassagou	ʔúlá	ʔ ú l á	250
371	boundary (of field)	Tommo_So	mìnnɛ̀ kálé	m ì n n ɛ̀ # k á l é	258
372	boundary (of field)	Dogul_Dom	kálúg	k á l ú ɡ	249
373	boundary (of field)	Tebul_Ure	gɔ̌:	ɡ ɔ̌ː	255
374	boundary (of field)	Yanda_Dom	kàlè	k à l è	249
375	boundary (of field)	Tiranige	bɔ́wⁿ	b ɔ́ w̃	256
376	boundary (of field)	Mombo	píŋgì	p í ŋ ɡ ì	252
#
377	breath, breathing	Ben_Tey	sǔ:ⁿ	s ǔːⁿ	261
378	breath, breathing	Bankan_Tey	sùmɔ́	s ù m ɔ́	261
379	breath, breathing	Nanga	sùmó	s ù m ó	261
380	breath, breathing	Jamsay	yîn	dʒ î n	265
381	breath, breathing	Perge_Tegu	sùwⁿɔ́	s ù w̃ ɔ́	261
382	breath, breathing	Gourou	sùwⁿó	s ù w̃ ó	261
383	breath, breathing	Jamsay_Mondoro	yîn	dʒ î n	265
384	breath, breathing	Togo_Kan	ɲíní	ɲ í n í	267
385	breath, breathing	Yorno_So	nínù	n í n ù	267
386	breath, breathing	Tomo_Kan_Diangassagou	ɲú:	ɲ úː	274
387	breath, breathing	Tommo_So	nínnú	n í n n ú	267
388	breath, breathing	Tebul_Ure	nindùgó	n i n d ù ɡ ó	267
389	breath, breathing	Yanda_Dom	nìndùgù	n ì n d ù ɡ ù	267
390	breath, breathing	Tiranige	súnjú	s ú n dʒ ú	261
391	breath, breathing	Mombo	nèndèlé	n è n d è l é	267
392	breath, breathing	Bunoge	sìgɔ̀	s ì ɡ ɔ̀	261
#
393	breathe	Ben_Tey	sǔ:ⁿ súⁿ	s ǔːⁿ # s ṹ	275
394	breathe	Bankan_Tey	sùmɔ́ súmɔ́	s ù m ɔ́ # s ú m ɔ́	275
395	breathe	Nanga	sùmó súmó	s ù m ó # s ú m ó	275
396	breathe	Jamsay	yîn yìné	dʒ î n # dʒ ì n é	279
397	breathe	Perge_Tegu	sùwⁿɔ́ súwⁿó	s ù w̃ ɔ́ # s ú w̃ ó	275
398	breathe	Gourou	sùwⁿó súwⁿó	s ù w̃ ó # s ú w̃ ó	275
399	breathe	Jamsay_Mondoro	yîn yìné	dʒ î n # dʒ ì n é	279
400	breathe	Togo_Kan	ɲíní ɲìné	ɲ í n í # ɲ ì n é	279
401	breathe	Yorno_So	nínù nínɛ́	n í n ù # n í n ɛ́	279
402	breathe	Tomo_Kan_Diangassagou	ɲú: ɲùnì	ɲ úː # ɲ ù n ì	275
403	breathe	Tommo_So	nínnú nínnɛ́	n í n n ú # n í n n ɛ́	279
404	breathe	Yanda_Dom	nìndùgù nìndúgó	n ì n d ù ɡ ù # n ì n d ú ɡ ó	279
405	breathe	Tiranige	súnjú súnjó	s ú n dʒ ú # s ú n dʒ ó	275
406	breathe	Mombo	nèndèlé néndélè	n è n d è l é # n é n d é l è	279
407	breathe	Bunoge	sìgɔ̀ sígɛ̀	s ì ɡ ɔ̀ # s í ɡ ɛ̀	275
#
408	broom	Toro_Tegu	zètú	z è t ú	292
409	broom	Ben_Tey	ùsùnî:	ù s ù n îː	280
410	broom	Bankan_Tey	ùsìrⁿî:	ù s ì r̃ îː	280
411	broom	Jamsay	sá:má	s áː m á	284
412	broom	Perge_Tegu	gè:rú	ɡ èː r ú	287
413	broom	Gourou	sá:má	s áː m á	284
414	broom	Jamsay_Mondoro	sá:má	s áː m á	284
415	broom	Togo_Kan	sɔ́múrⁿú	s ɔ́ m ú r̃ ú	284
416	broom	Yorno_So	jòbûl	dʒ ò b û l	294
417	broom	Tommo_So	jòòlú	dʒ ò ò l ú	291
418	broom	Dogul_Dom	sáŋàlà	s á ŋ à l à	283
419	broom	Yanda_Dom	èzìl	è z ì l	280
420	broom	Tiranige	íjílí	í dʒ í l í	280
421	broom	Mombo	gèní	ɡ è n í	287
422	broom	Bunoge	ɲèníŋgà	ɲ è n í ŋ ɡ à	282
#
423	buttock	Toro_Tegu	pùrcɛ̀tá	p ù r tʃ ɛ̀ t á	307
424	buttock	Ben_Tey	bìntùmɔ̂yⁿ	b ì n t ù m ɔ̂ dʒⁿ	295
425	buttock	Bankan_Tey	bù:tùmbây	b ùː t ù m b â dʒ	295
426	buttock	Nanga	dùmbòdúmbá	d ù m b ò d ú m b á	295
427	buttock	Jamsay	bɔ̀túmó	b ɔ̀ t ú m ó	295
428	buttock	Perge_Tegu	làtúmbɔ́	l à t ú m b ɔ́	295
429	buttock	Gourou	bɔ̀túmó	b ɔ̀ t ú m ó	295
430	buttock	Yorno_So	dúmó	d ú m ó	295
431	buttock	Tomo_Kan_Diangassagou	bòlò	b ò l ò	306
432	buttock	Dogul_Dom	dùmkák	d ù m k á k	298
433	buttock	Tebul_Ure	dùmbònàmá	d ù m b ò n à m á	295
434	buttock	Yanda_Dom	dùmòzɔ́zɔ́rɔ́	d ù m ò z ɔ́ z ɔ́ r ɔ́	308
435	buttock	Tiranige	dùŋɔ́ pùnjɛ́	d ù ŋ ɔ́ # p ù n dʒ ɛ́	305
436	buttock	Mombo	sùkùndù táŋgù	s ù k ù n d ù # t á ŋ ɡ ù	297
437	buttock	Bunoge	bùgúndè	b ù ɡ ú n d è	297
#
438	calabash (general term)	Toro_Tegu	kàsú	k à s ú	309
439	calabash (general term)	Ben_Tey	kɔ̀sû:	k ɔ̀ s ûː	309
440	calabash (general term)	Bankan_Tey	kɔ̀sû:	k ɔ̀ s ûː	309
441	calabash (general term)	Nanga	kɔ̀sî	k ɔ̀ s î	309
442	calabash (general term)	Jamsay	kàjú	k à dʒ ú	309
443	calabash (general term)	Perge_Tegu	kàsú	k à s ú	309
444	calabash (general term)	Gourou	kàsú	k à s ú	309
445	calabash (general term)	Jamsay_Mondoro	kàjú	k à dʒ ú	309
446	calabash (general term)	Togo_Kan	kàjú	k à dʒ ú	309
447	calabash (general term)	Yorno_So	kɔ̀rɔ́	k ɔ̀ r ɔ́	316
448	calabash (general term)	Tomo_Kan_Diangassagou	kwɛ́y	k w ɛ́ dʒ	322
449	calabash (general term)	Tommo_So	kɔ̀rɔ́	k ɔ̀ r ɔ́	316
450	calabash (general term)	Dogul_Dom	kùnnɔ́	k ù n n ɔ́	312
451	calabash (general term)	Yanda_Dom	kɔ̀dɔ̀	k ɔ̀ d ɔ̀	316
452	calabash (general term)	Tiranige	kúnɛ́	k ú n ɛ́	312
453	calabash (general term)	Mombo	kɔ́bɛ́	k ɔ́ b ɛ́	316
454	calabash (general term)	Bunoge	dɔ́:nì	d ɔ́ː n ì	311
#
455	calf (of leg)	Toro_Tegu	kùwɔ̀gɔ̀gɔ̀rɔ́	k ù w ɔ̀ ɡ ɔ̀ ɡ ɔ̀ r ɔ́	334
456	calf (of leg)	Bankan_Tey	ǹdɔ̀sɔ̀ bɔ́:rì	ǹ d ɔ̀ s ɔ̀ # b ɔ́ː r ì	323
457	calf (of leg)	Nanga	tɔ̀tɔ́sî	t ɔ̀ t ɔ́ s î	325
458	calf (of leg)	Jamsay	tìtɔ̀jú	t ì t ɔ̀ dʒ ú	325
459	calf (of leg)	Perge_Tegu	tɔ̀tɔ̀sú	t ɔ̀ t ɔ̀ s ú	325
460	calf (of leg)	Gourou	tìtɔ̀sú	t ì t ɔ̀ s ú	325
461	calf (of leg)	Togo_Kan	tɔ̀tɔ̀jú	t ɔ̀ t ɔ̀ dʒ ú	325
462	calf (of leg)	Yorno_So	tɔ̀jú	t ɔ̀ dʒ ú	325
463	calf (of leg)	Tomo_Kan_Diangassagou	kùbàtɔ̀jù	k ù b à t ɔ̀ dʒ ù	325
464	calf (of leg)	Dogul_Dom	nààgù tɔ̀sɔ̀	n à à ɡ ù # t ɔ̀ s ɔ̀	324
465	calf (of leg)	Tebul_Ure	tɔ̀dúgɔ́	t ɔ̀ d ú ɡ ɔ́	325
466	calf (of leg)	Yanda_Dom	tɔ̀zù	t ɔ̀ z ù	325
467	calf (of leg)	Tiranige	tɔ̀jɔ̀	t ɔ̀ dʒ ɔ̀	325
468	calf (of leg)	Mombo	tódyè	t ó d dʒ è	325
#
469	camel	Toro_Tegu	ɲɔ́	ɲ ɔ́	347
470	camel	Ben_Tey	ɔ̀:ɲùwⁿɔ̂m	ɔ̀ː ɲ ù w̃ ɔ̂ m	335
471	camel	Nanga	ɔ̀gɔ̀ɲɔ̀ŋɔ̂	ɔ̀ ɡ ɔ̀ ɲ ɔ̀ ŋ ɔ̂	335
472	camel	Jamsay	ɔ̀ɣɔ̀ɲùŋó	ɔ̀ ɣ ɔ̀ ɲ ù ŋ ó	335
473	camel	Perge_Tegu	ɔ̀gɔ̀ɲùwⁿó	ɔ̀ ɡ ɔ̀ ɲ ù w̃ ó	335
474	camel	Gourou	ɔ̀ɣɔ̀yⁿùwⁿó	ɔ̀ ɣ ɔ̀ dʒⁿ ù w̃ ó	335
475	camel	Togo_Kan	ɔ̀gɔ̀ɲɔ̌	ɔ̀ ɡ ɔ̀ ɲ ɔ̌	335
476	camel	Yorno_So	ɔ̀gɔ̀yɔ̌:ⁿ	ɔ̀ ɡ ɔ̀ dʒ ɔ̌ːⁿ	335
477	camel	Tomo_Kan_Diangassagou	ɲɔ̀ʔɔ̀mɛ́	ɲ ɔ̀ ʔ ɔ̀ m ɛ́	336
478	camel	Tommo_So	ɲòŋóm	ɲ ò ŋ ó m	336
479	camel	Dogul_Dom	yɔ́ŋùmɛ̀	dʒ ɔ́ ŋ ù m ɛ̀	336
480	camel	Tiranige	njèlèbà	n dʒ è l è b à	343
481	camel	Mombo	ɲɔ̀ŋɔ̀mɛ́	ɲ ɔ̀ ŋ ɔ̀ m ɛ́	336
482	camel	Bunoge	ɲɔ̀ŋɔ́mɛ̀	ɲ ɔ̀ ŋ ɔ́ m ɛ̀	336
#
483	carapace, shell (of tortoise)	Ben_Tey	kóró	k ó r ó	349
484	carapace, shell (of tortoise)	Bankan_Tey	gùmbá	ɡ ù m b á	348
485	carapace, shell (of tortoise)	Nanga	gùmbá	ɡ ù m b á	348
486	carapace, shell (of tortoise)	Perge_Tegu	gùmbɔ̀kɔ̀rú	ɡ ù m b ɔ̀ k ɔ̀ r ú	348
487	carapace, shell (of tortoise)	Gourou	kǒw	k ǒ w	351
488	carapace, shell (of tortoise)	Jamsay_Mondoro	sɔ̀ŋɔ́rⁿɔ̀	s ɔ̀ ŋ ɔ́ r̃ ɔ̀	352
489	carapace, shell (of tortoise)	Togo_Kan	kó:ɲó	k óː ɲ ó	349
490	carapace, shell (of tortoise)	Yorno_So	bàɲá	b à ɲ á	361
491	carapace, shell (of tortoise)	Tomo_Kan_Diangassagou	kòbò	k ò b ò	349
492	carapace, shell (of tortoise)	Tommo_So	kìrù bànjá	k ì r ù # b à n dʒ á	358
493	carapace, shell (of tortoise)	Dogul_Dom	kɔ̀mùnú	k ɔ̀ m ù n ú	349
494	carapace, shell (of tortoise)	Tebul_Ure	gùmbá:	ɡ ù m b áː	348
495	carapace, shell (of tortoise)	Yanda_Dom	gùmà	ɡ ù m à	348
496	carapace, shell (of tortoise)	Tiranige	kóy	k ó dʒ	356
#
497	chaff, outer covering of grains and their connection to grain spikes	Toro_Tegu	yɔ̌w	dʒ ɔ̌ w	373
498	chaff, outer covering of grains and their connection to grain spikes	Ben_Tey	ɔ̀yⁿɔ̌yⁿ	ɔ̀ dʒⁿ ɔ̌ dʒⁿ	363
499	chaff, outer covering of grains and their connection to grain spikes	Bankan_Tey	ɔ̀ɲɔ̌y	ɔ̀ ɲ ɔ̌ dʒ	362
500	chaff, outer covering of grains and their connection to grain spikes	Nanga	ɔ̀yⁿɔ́	ɔ̀ dʒⁿ ɔ́	363
501	chaff, outer covering of grains and their connection to grain spikes	Perge_Tegu	yòyòrú	dʒ ò dʒ ò r ú	364
502	chaff, outer covering of grains and their connection to grain spikes	Jamsay_Mondoro	yɔ̀:rú	dʒ ɔ̀ː r ú	364
503	chaff, outer covering of grains and their connection to grain spikes	Togo_Kan	yɔ̀rú	dʒ ɔ̀ r ú	364
504	chaff, outer covering of grains and their connection to grain spikes	Yorno_So	yògòtî:	dʒ ò ɡ ò t îː	375
505	chaff, outer covering of grains and their connection to grain spikes	Tomo_Kan_Diangassagou	yɔ̀w	dʒ ɔ̀ w	372
506	chaff, outer covering of grains and their connection to grain spikes	Tommo_So	yììgìrìyé	dʒ ì ì ɡ ì r ì dʒ é	371
507	chaff, outer covering of grains and their connection to grain spikes	Tebul_Ure	ɔ̀ɛ́	ɔ̀ ɛ́	368
508	chaff, outer covering of grains and their connection to grain spikes	Yanda_Dom	ɔ̀yɛ̀	ɔ̀ dʒ ɛ̀	363
509	chaff, outer covering of grains and their connection to grain spikes	Tiranige	ɔ́yɛ́	ɔ́ dʒ ɛ́	363
510	chaff, outer covering of grains and their connection to grain spikes	Mombo	pújù	p ú dʒ ù	365
#
511	charcoal	Toro_Tegu	jɛ́mnɛ́	dʒ ɛ́ m n ɛ́	376
512	charcoal	Ben_Tey	jɛ̀:rⁿɛ̀ jɛ́m	dʒ ɛ̀ː r̃ ɛ̀ # dʒ ɛ́ m	376
513	charcoal	Bankan_Tey	jɛ̀mɛ̀nè jɛ́m	dʒ ɛ̀ m ɛ̀ n è # dʒ ɛ́ m	376
514	charcoal	Nanga	jɛ́mírⁿɛ́	dʒ ɛ́ m í r̃ ɛ́	376
515	charcoal	Jamsay	jɛ̀ŋɛ̀rɛ̀ jɛ́m	dʒ ɛ̀ ŋ ɛ̀ r ɛ̀ # dʒ ɛ́ m	376
516	charcoal	Perge_Tegu	jɛ̀mnɛ̀ jém	dʒ ɛ̀ m n ɛ̀ # dʒ é m	376
517	charcoal	Gourou	kìrɛ́	k ì r ɛ́	378
518	charcoal	Togo_Kan	gɛ́wⁿɛ́rⁿɛ́	ɡ ɛ́ w̃ ɛ́ r̃ ɛ́	378
519	charcoal	Yorno_So	gìgɛ̀rⁿɛ̌m	ɡ ì ɡ ɛ̀ r̃ ɛ̌ m	378
520	charcoal	Tomo_Kan_Diangassagou	jìjɛ́nɛ́	dʒ ì dʒ ɛ́ n ɛ́	376
521	charcoal	Dogul_Dom	gɛ́mlɛ̀	ɡ ɛ́ m l ɛ̀	378
522	charcoal	Tebul_Ure	jɛ́mɛ̀:	dʒ ɛ́ m ɛ̀ː	376
523	charcoal	Yanda_Dom	jɛ́mnɛ́	dʒ ɛ́ m n ɛ́	376
524	charcoal	Tiranige	cɛ̀:ŋgɔ̀	tʃ ɛ̀ː ŋ ɡ ɔ̀	385
525	charcoal	Mombo	gènì sí:	ɡ è n ì # s íː	381
#
526	chest (body)	Toro_Tegu	cɛ̀lkú	tʃ ɛ̀ l k ú	387
527	chest (body)	Ben_Tey	jɛ̀lɛ̀kû:	dʒ ɛ̀ l ɛ̀ k ûː	387
528	chest (body)	Bankan_Tey	gèndèkû:	ɡ è n d è k ûː	386
529	chest (body)	Nanga	gòmbórô	ɡ ò m b ó r ô	388
530	chest (body)	Jamsay	gɔ̀ŋɔ́	ɡ ɔ̀ ŋ ɔ́	390
531	chest (body)	Perge_Tegu	gɔ̀wⁿɔ́	ɡ ɔ̀ w̃ ɔ́	390
532	chest (body)	Gourou	gɔ̀ŋɔ́	ɡ ɔ̀ ŋ ɔ́	390
533	chest (body)	Yorno_So	gɔ̌:ⁿ	ɡ ɔ̌ːⁿ	390
534	chest (body)	Tomo_Kan_Diangassagou	gɔ́ʔⁿɔ́	ɡ ɔ́ ʔ ɔ́	390
535	chest (body)	Tommo_So	gèɲɲú	ɡ è ɲ ɲ ú	386
536	chest (body)	Dogul_Dom	gɛ̀ɲúŋ	ɡ ɛ̀ ɲ ú ŋ	386
537	chest (body)	Tebul_Ure	gwá:ⁿ	ɡ w ã́ː	395
538	chest (body)	Yanda_Dom	jèɲù	dʒ è ɲ ù	387
539	chest (body)	Tiranige	bémbé	b é m b é	388
540	chest (body)	Mombo	gɔ̂:ⁿ	ɡ ɔ̂ːⁿ	390
541	chest (body)	Bunoge	bɛ́mbɔ̀	b ɛ́ m b ɔ̀	388
#
542	chicken coop	Toro_Tegu	ɛ̀ⁿsàsúkú	ɛ̃̀ s à s ú k ú	399
543	chicken coop	Jamsay	ɛ̀ɲɛ̀ùgú	ɛ̀ ɲ ɛ̀ ù ɡ ú	399
544	chicken coop	Perge_Tegu	ɛ̀njɛ̀íré	ɛ̀ n dʒ ɛ̀ í r é	401
545	chicken coop	Gourou	ɛ̀sɛ̀ ùgú	ɛ̀ s ɛ̀ # ù ɡ ú	398
546	chicken coop	Togo_Kan	kògògìrⁿí	k ò ɡ ò ɡ ì r̃ í	404
547	chicken coop	Yorno_So	ɛ̀ɲɛ̀gɛ̌:	ɛ̀ ɲ ɛ̀ ɡ ɛ̌ː	399
548	chicken coop	Tomo_Kan_Diangassagou	kùgòkùndù	k ù ɡ ò k ù n d ù	404
549	chicken coop	Tommo_So	ɛ̀njɛ̀ gìnɛ́	ɛ̀ n dʒ ɛ̀ # ɡ ì n ɛ́	398
550	chicken coop	Dogul_Dom	ɔ́llɔ̀ kùrùkúrù	ɔ́ l l ɔ̀ # k ù r ù k ú r ù	396
551	chicken coop	Tebul_Ure	ɛ̀ŋúmbò ùlò	ɛ̀ ŋ ú m b ò # ù l ò	402
552	chicken coop	Yanda_Dom	ɛ̀dɛ̀mú ʔə̀lò	ɛ̀ d ɛ̀ m ú # ʔ ə̀ l ò	402
553	chicken coop	Tiranige	kùrùkùrú	k ù r ù k ù r ú	396
554	chicken coop	Mombo	sìjà kúrúkúrú	s ì dʒ à # k ú r ú k ú r ú	396
555	chicken coop	Bunoge	kùrùkùrú	k ù r ù k ù r ú	396
#
556	chin	Toro_Tegu	bɛ̌w	b ɛ̌ w	418
557	chin	Ben_Tey	òmbôy	ò m b ô dʒ	405
558	chin	Bankan_Tey	ɔ̀mbɔ̂y	ɔ̀ m b ɔ̂ dʒ	405
559	chin	Nanga	ɔ̀:mbɔ̂	ɔ̀ː m b ɔ̂	405
560	chin	Jamsay	bɛ̌w	b ɛ̌ w	409
561	chin	Gourou	bɛ̌w	b ɛ̌ w	409
562	chin	Togo_Kan	bɛ̀dònó	b ɛ̀ d ò n ó	415
563	chin	Yorno_So	bìbɛ̌:	b ì b ɛ̌ː	409
564	chin	Tomo_Kan_Diangassagou	byà:dòndò	b dʒ àː d ò n d ò	415
565	chin	Tommo_So	bɛ̀bɛ̀ɛ́	b ɛ̀ b ɛ̀ ɛ́	409
566	chin	Dogul_Dom	ɔ́sɔ̀	ɔ́ s ɔ̀	408
567	chin	Tebul_Ure	bèyǎ:	b è dʒ ǎː	411
568	chin	Yanda_Dom	bìyà	b ì dʒ à	411
569	chin	Tiranige	yéná	dʒ é n á	414
570	chin	Mombo	bé:ⁿ	b ẽ́	411
571	chin	Bunoge	ʔɔ́ndɔ̀	ʔ ɔ́ n d ɔ̀	407
#
572	cloud	Toro_Tegu	kùrɔ́	k ù r ɔ́	423
573	cloud	Ben_Tey	yàrkùrɔ́	dʒ à r k ù r ɔ́	420
574	cloud	Bankan_Tey	nànà:rⁿǎyⁿ	n à n àː r̃ ǎ dʒⁿ	419
575	cloud	Nanga	yàrkùmùrⁿá	dʒ à r k ù m ù r̃ á	420
576	cloud	Jamsay	kùrùwɔ́	k ù r ù w ɔ́	423
577	cloud	Gourou	kùrùwɔ́	k ù r ù w ɔ́	423
578	cloud	Jamsay_Mondoro	kùrùwɔ́	k ù r ù w ɔ́	423
579	cloud	Togo_Kan	kùrùgɔ́	k ù r ù ɡ ɔ́	423
580	cloud	Yorno_So	kùlmɔ́	k ù l m ɔ́	423
581	cloud	Tommo_So	kùlùmmɔ́	k ù l ù m m ɔ́	423
582	cloud	Dogul_Dom	dàgúŋ	d à ɡ ú ŋ	422
583	cloud	Yanda_Dom	kùrùbàrà	k ù r ù b à r à	423
584	cloud	Mombo	álè	á l è	426
585	cloud	Bunoge	póndù	p ó n d ù	421
#
586	cold (e.g. water)	Toro_Tegu	tôm	t ô m	427
587	cold (e.g. water)	Ben_Tey	tâm	t â m	427
588	cold (e.g. water)	Bankan_Tey	tâm	t â m	427
589	cold (e.g. water)	Nanga	támî	t á m î	427
590	cold (e.g. water)	Jamsay	tôm	t ô m	427
591	cold (e.g. water)	Perge_Tegu	tôm	t ô m	427
592	cold (e.g. water)	Gourou	tôm	t ô m	427
593	cold (e.g. water)	Jamsay_Mondoro	tôm	t ô m	427
594	cold (e.g. water)	Togo_Kan	kélú	k é l ú	430
595	cold (e.g. water)	Yorno_So	kâ:l	k âː l	430
596	cold (e.g. water)	Tommo_So	yégélú	dʒ é ɡ é l ú	430
597	cold (e.g. water)	Dogul_Dom	kéllè	k é l l è	430
598	cold (e.g. water)	Yanda_Dom	kè:zù	k èː z ù	441
599	cold (e.g. water)	Tiranige	témúm	t é m ú m	427
600	cold (e.g. water)	Mombo	kéló	k é l ó	430
601	cold (e.g. water)	Bunoge	tòmbò	t ò m b ò	427
#
602	corn, maize	Toro_Tegu	tɔ̀rⁿíyⁿàrⁿà	t ɔ̀ r̃ í dʒⁿ à r̃ à	456
603	corn, maize	Ben_Tey	bàrměyⁿ	b à r m ě dʒⁿ	443
604	corn, maize	Bankan_Tey	bàràɛ̀mbɛ̌y	b à r à ɛ̀ m b ɛ̌ dʒ	442
605	corn, maize	Nanga	jàrⁿàmbɛ́	dʒ à r̃ à m b ɛ́	442
606	corn, maize	Jamsay	pòrò:ɲú:	p ò r òː ɲ úː	443
607	corn, maize	Perge_Tegu	bàràɛ̀:mbɛ́	b à r à ɛ̀ː m b ɛ́	442
608	corn, maize	Gourou	pòròyú:ⁿ	p ò r ò dʒ ṹː	443
609	corn, maize	Togo_Kan	màɲɛ̀rⁿɛ̀má	m à ɲ ɛ̀ r̃ ɛ̀ m á	444
610	corn, maize	Yorno_So	sàrⁿàɛ̀mɛ́	s à r̃ à ɛ̀ m ɛ́	442
611	corn, maize	Tomo_Kan_Diangassagou	mànjàràɲùmà	m à n dʒ à r à ɲ ù m à	444
612	corn, maize	Tommo_So	sànà ɛ̀mmɛ́	s à n à # ɛ̀ m m ɛ́	454
613	corn, maize	Dogul_Dom	sàmìyógó	s à m ì dʒ ó ɡ ó	445
614	corn, maize	Tebul_Ure	sàrⁿàɛ̀mbɛ́	s à r̃ à ɛ̀ m b ɛ́	442
615	corn, maize	Yanda_Dom	sànàɛ̀mɛ̀	s à n à ɛ̀ m ɛ̀	442
616	corn, maize	Tiranige	dùmàyò:gé	d ù m à dʒ òː ɡ é	445
617	corn, maize	Mombo	ɛ̀mbɛ̀dúlúmá	ɛ̀ m b ɛ̀ d ú l ú m á	444
618	corn, maize	Bunoge	dìlímà	d ì l í m à	444
#
619	cotton	Toro_Tegu	nǎm	n ǎ m	457
620	cotton	Bankan_Tey	nàmú	n à m ú	457
621	cotton	Nanga	nà:mbí	n àː m b í	457
622	cotton	Jamsay	nǎ:m	n ǎː m	457
623	cotton	Perge_Tegu	nà:mbú	n àː m b ú	457
624	cotton	Gourou	nà:mú	n àː m ú	457
625	cotton	Jamsay_Mondoro	nǎ:m	n ǎː m	457
626	cotton	Togo_Kan	kɔ́nú	k ɔ́ n ú	458
627	cotton	Yorno_So	nàmú	n à m ú	457
628	cotton	Tomo_Kan_Diangassagou	kùní	k ù n í	458
