# Wordlist

# META
@date:2013-04-09
@source:Heath et al. (2013)

# TAXA
<taxa>
Bankan_Tey
Ben_Tey
Bunoge
Dogul_Dom
Gourou
Jamsay
Jamsay_Mondoro
Mombo
Nanga
Perge_Tegu
Tebul_Ure
Tiranige
Togo_Kan
Tommo_So
Tomo_Kan_Diangassagou
Toro_Tegu
Yanda_Dom
Yorno_So
</taxa>

# DATA
ID	DOCULECT	COUNTERPART	CONCEPT	TOKENS
334	Jamsay	dǔm	blunt, not sharp (blade)	d ǔ m
335	Perge_Tegu	dùmbú	blunt, not sharp (blade)	d ù m b ú
336	Gourou	dǔm	blunt, not sharp (blade)	d ǔ m
337	Jamsay_Mondoro	dǔm	blunt, not sharp (blade)	d ǔ m
338	Togo_Kan	dùmú	blunt, not sharp (blade)	d ù m ú
339	Yorno_So	dùmɲǐ:	blunt, not sharp (blade)	d ù m ɲ ǐː
340	Tommo_So	dúŋgú	blunt, not sharp (blade)	d ú ŋ ɡ ú
341	Yanda_Dom	dònù	blunt, not sharp (blade)	d ò n ù
342	Tiranige	dúmbú	blunt, not sharp (blade)	d ú m b ú
343	Mombo	dúmbé	blunt, not sharp (blade)	d ú m b é
#
344	Toro_Tegu	cìrá	bone	tʃ ì r á
345	Ben_Tey	cìrⁿɛ̌yⁿ	bone	tʃ ì r̃ ɛ̌ dʒⁿ
346	Bankan_Tey	kìrⁿěy	bone	k ì r̃ ě dʒ
347	Nanga	kìrⁿá	bone	k ì r̃ á
348	Jamsay	cìrⁿé	bone	tʃ ì r̃ é
349	Perge_Tegu	kìrⁿé	bone	k ì r̃ é
350	Gourou	kìrⁿé	bone	k ì r̃ é
351	Jamsay_Mondoro	cìrⁿé	bone	tʃ ì r̃ é
352	Togo_Kan	kìrⁿí	bone	k ì r̃ í
353	Yorno_So	kǐ:	bone	k ǐː
354	Tomo_Kan_Diangassagou	cìlɛ̀	bone	tʃ ì l ɛ̀
355	Tommo_So	kìyé	bone	k ì dʒ é
356	Dogul_Dom	kɛ́nɛ́	bone	k ɛ́ n ɛ́
357	Tebul_Ure	cìnǎ:	bone	tʃ ì n ǎː
358	Yanda_Dom	kìrⁿà	bone	k ì r̃ à
359	Tiranige	cíní	bone	tʃ í n í
360	Mombo	gà:wⁿě:	bone	ɡ àː w̃ ěː
361	Bunoge	gá:yè xxx	bone	ɡ áː dʒ è # x x x
#
362	Toro_Tegu	húlɛ́	boundary (of field)	h ú l ɛ́
363	Bankan_Tey	íyà	boundary (of field)	í dʒ à
364	Nanga	sàrⁿá	boundary (of field)	s à r̃ á
365	Jamsay	úrɔ́	boundary (of field)	ú r ɔ́
366	Perge_Tegu	úrɔ́	boundary (of field)	ú r ɔ́
367	Gourou	úrɔ́	boundary (of field)	ú r ɔ́
368	Togo_Kan	úrɔ́	boundary (of field)	ú r ɔ́
369	Yorno_So	úlɔ̀	boundary (of field)	ú l ɔ̀
370	Tomo_Kan_Diangassagou	ʔúlá	boundary (of field)	ʔ ú l á
371	Tommo_So	mìnnɛ̀ kálé	boundary (of field)	m ì n n ɛ̀ # k á l é
372	Dogul_Dom	kálúg	boundary (of field)	k á l ú ɡ
373	Tebul_Ure	gɔ̌:	boundary (of field)	ɡ ɔ̌ː
374	Yanda_Dom	kàlè	boundary (of field)	k à l è
375	Tiranige	bɔ́wⁿ	boundary (of field)	b ɔ́ w̃
376	Mombo	píŋgì	boundary (of field)	p í ŋ ɡ ì
#
377	Ben_Tey	sǔ:ⁿ	breath, breathing	s ǔːⁿ
378	Bankan_Tey	sùmɔ́	breath, breathing	s ù m ɔ́
379	Nanga	sùmó	breath, breathing	s ù m ó
380	Jamsay	yîn	breath, breathing	dʒ î n
381	Perge_Tegu	sùwⁿɔ́	breath, breathing	s ù w̃ ɔ́
382	Gourou	sùwⁿó	breath, breathing	s ù w̃ ó
383	Jamsay_Mondoro	yîn	breath, breathing	dʒ î n
384	Togo_Kan	ɲíní	breath, breathing	ɲ í n í
385	Yorno_So	nínù	breath, breathing	n í n ù
386	Tomo_Kan_Diangassagou	ɲú:	breath, breathing	ɲ úː
387	Tommo_So	nínnú	breath, breathing	n í n n ú
388	Tebul_Ure	nindùgó	breath, breathing	n i n d ù ɡ ó
389	Yanda_Dom	nìndùgù	breath, breathing	n ì n d ù ɡ ù
390	Tiranige	súnjú	breath, breathing	s ú n dʒ ú
391	Mombo	nèndèlé	breath, breathing	n è n d è l é
392	Bunoge	sìgɔ̀	breath, breathing	s ì ɡ ɔ̀
#
393	Ben_Tey	sǔ:ⁿ súⁿ	breathe	s ǔːⁿ # s ṹ
394	Bankan_Tey	sùmɔ́ súmɔ́	breathe	s ù m ɔ́ # s ú m ɔ́
395	Nanga	sùmó súmó	breathe	s ù m ó # s ú m ó
396	Jamsay	yîn yìné	breathe	dʒ î n # dʒ ì n é
397	Perge_Tegu	sùwⁿɔ́ súwⁿó	breathe	s ù w̃ ɔ́ # s ú w̃ ó
398	Gourou	sùwⁿó súwⁿó	breathe	s ù w̃ ó # s ú w̃ ó
399	Jamsay_Mondoro	yîn yìné	breathe	dʒ î n # dʒ ì n é
400	Togo_Kan	ɲíní ɲìné	breathe	ɲ í n í # ɲ ì n é
401	Yorno_So	nínù nínɛ́	breathe	n í n ù # n í n ɛ́
402	Tomo_Kan_Diangassagou	ɲú: ɲùnì	breathe	ɲ úː # ɲ ù n ì
403	Tommo_So	nínnú nínnɛ́	breathe	n í n n ú # n í n n ɛ́
404	Yanda_Dom	nìndùgù nìndúgó	breathe	n ì n d ù ɡ ù # n ì n d ú ɡ ó
405	Tiranige	súnjú súnjó	breathe	s ú n dʒ ú # s ú n dʒ ó
406	Mombo	nèndèlé néndélè	breathe	n è n d è l é # n é n d é l è
407	Bunoge	sìgɔ̀ sígɛ̀	breathe	s ì ɡ ɔ̀ # s í ɡ ɛ̀
#
408	Toro_Tegu	zètú	broom	z è t ú
409	Ben_Tey	ùsùnî:	broom	ù s ù n îː
410	Bankan_Tey	ùsìrⁿî:	broom	ù s ì r̃ îː
411	Jamsay	sá:má	broom	s áː m á
412	Perge_Tegu	gè:rú	broom	ɡ èː r ú
413	Gourou	sá:má	broom	s áː m á
414	Jamsay_Mondoro	sá:má	broom	s áː m á
415	Togo_Kan	sɔ́múrⁿú	broom	s ɔ́ m ú r̃ ú
416	Yorno_So	jòbûl	broom	dʒ ò b û l
417	Tommo_So	jòòlú	broom	dʒ ò ò l ú
418	Dogul_Dom	sáŋàlà	broom	s á ŋ à l à
419	Yanda_Dom	èzìl	broom	è z ì l
420	Tiranige	íjílí	broom	í dʒ í l í
421	Mombo	gèní	broom	ɡ è n í
422	Bunoge	ɲèníŋgà	broom	ɲ è n í ŋ ɡ à
#
423	Toro_Tegu	pùrcɛ̀tá	buttock	p ù r tʃ ɛ̀ t á
424	Ben_Tey	bìntùmɔ̂yⁿ	buttock	b ì n t ù m ɔ̂ dʒⁿ
425	Bankan_Tey	bù:tùmbây	buttock	b ùː t ù m b â dʒ
426	Nanga	dùmbòdúmbá	buttock	d ù m b ò d ú m b á
427	Jamsay	bɔ̀túmó	buttock	b ɔ̀ t ú m ó
428	Perge_Tegu	làtúmbɔ́	buttock	l à t ú m b ɔ́
429	Gourou	bɔ̀túmó	buttock	b ɔ̀ t ú m ó
430	Yorno_So	dúmó	buttock	d ú m ó
431	Tomo_Kan_Diangassagou	bòlò	buttock	b ò l ò
432	Dogul_Dom	dùmkák	buttock	d ù m k á k
433	Tebul_Ure	dùmbònàmá	buttock	d ù m b ò n à m á
434	Yanda_Dom	dùmòzɔ́zɔ́rɔ́	buttock	d ù m ò z ɔ́ z ɔ́ r ɔ́
435	Tiranige	dùŋɔ́ pùnjɛ́	buttock	d ù ŋ ɔ́ # p ù n dʒ ɛ́
436	Mombo	sùkùndù táŋgù	buttock	s ù k ù n d ù # t á ŋ ɡ ù
437	Bunoge	bùgúndè	buttock	b ù ɡ ú n d è
#
438	Toro_Tegu	kàsú	calabash (general term)	k à s ú
439	Ben_Tey	kɔ̀sû:	calabash (general term)	k ɔ̀ s ûː
440	Bankan_Tey	kɔ̀sû:	calabash (general term)	k ɔ̀ s ûː
441	Nanga	kɔ̀sî	calabash (general term)	k ɔ̀ s î
442	Jamsay	kàjú	calabash (general term)	k à dʒ ú
443	Perge_Tegu	kàsú	calabash (general term)	k à s ú
444	Gourou	kàsú	calabash (general term)	k à s ú
445	Jamsay_Mondoro	kàjú	calabash (general term)	k à dʒ ú
446	Togo_Kan	kàjú	calabash (general term)	k à dʒ ú
447	Yorno_So	kɔ̀rɔ́	calabash (general term)	k ɔ̀ r ɔ́
448	Tomo_Kan_Diangassagou	kwɛ́y	calabash (general term)	k w ɛ́ dʒ
449	Tommo_So	kɔ̀rɔ́	calabash (general term)	k ɔ̀ r ɔ́
450	Dogul_Dom	kùnnɔ́	calabash (general term)	k ù n n ɔ́
451	Yanda_Dom	kɔ̀dɔ̀	calabash (general term)	k ɔ̀ d ɔ̀
452	Tiranige	kúnɛ́	calabash (general term)	k ú n ɛ́
453	Mombo	kɔ́bɛ́	calabash (general term)	k ɔ́ b ɛ́
454	Bunoge	dɔ́:nì	calabash (general term)	d ɔ́ː n ì
#
455	Toro_Tegu	kùwɔ̀gɔ̀gɔ̀rɔ́	calf (of leg)	k ù w ɔ̀ ɡ ɔ̀ ɡ ɔ̀ r ɔ́
456	Bankan_Tey	ǹdɔ̀sɔ̀ bɔ́:rì	calf (of leg)	ǹ d ɔ̀ s ɔ̀ # b ɔ́ː r ì
457	Nanga	tɔ̀tɔ́sî	calf (of leg)	t ɔ̀ t ɔ́ s î
458	Jamsay	tìtɔ̀jú	calf (of leg)	t ì t ɔ̀ dʒ ú
459	Perge_Tegu	tɔ̀tɔ̀sú	calf (of leg)	t ɔ̀ t ɔ̀ s ú
460	Gourou	tìtɔ̀sú	calf (of leg)	t ì t ɔ̀ s ú
461	Togo_Kan	tɔ̀tɔ̀jú	calf (of leg)	t ɔ̀ t ɔ̀ dʒ ú
462	Yorno_So	tɔ̀jú	calf (of leg)	t ɔ̀ dʒ ú
463	Tomo_Kan_Diangassagou	kùbàtɔ̀jù	calf (of leg)	k ù b à t ɔ̀ dʒ ù
464	Dogul_Dom	nààgù tɔ̀sɔ̀	calf (of leg)	n à à ɡ ù # t ɔ̀ s ɔ̀
465	Tebul_Ure	tɔ̀dúgɔ́	calf (of leg)	t ɔ̀ d ú ɡ ɔ́
466	Yanda_Dom	tɔ̀zù	calf (of leg)	t ɔ̀ z ù
467	Tiranige	tɔ̀jɔ̀	calf (of leg)	t ɔ̀ dʒ ɔ̀
468	Mombo	tódyè	calf (of leg)	t ó d dʒ è
#
469	Toro_Tegu	ɲɔ́	camel	ɲ ɔ́
470	Ben_Tey	ɔ̀:ɲùwⁿɔ̂m	camel	ɔ̀ː ɲ ù w̃ ɔ̂ m
471	Nanga	ɔ̀gɔ̀ɲɔ̀ŋɔ̂	camel	ɔ̀ ɡ ɔ̀ ɲ ɔ̀ ŋ ɔ̂
472	Jamsay	ɔ̀ɣɔ̀ɲùŋó	camel	ɔ̀ ɣ ɔ̀ ɲ ù ŋ ó
473	Perge_Tegu	ɔ̀gɔ̀ɲùwⁿó	camel	ɔ̀ ɡ ɔ̀ ɲ ù w̃ ó
474	Gourou	ɔ̀ɣɔ̀yⁿùwⁿó	camel	ɔ̀ ɣ ɔ̀ dʒⁿ ù w̃ ó
475	Togo_Kan	ɔ̀gɔ̀ɲɔ̌	camel	ɔ̀ ɡ ɔ̀ ɲ ɔ̌
476	Yorno_So	ɔ̀gɔ̀yɔ̌:ⁿ	camel	ɔ̀ ɡ ɔ̀ dʒ ɔ̌ːⁿ
477	Tomo_Kan_Diangassagou	ɲɔ̀ʔɔ̀mɛ́	camel	ɲ ɔ̀ ʔ ɔ̀ m ɛ́
478	Tommo_So	ɲòŋóm	camel	ɲ ò ŋ ó m
479	Dogul_Dom	yɔ́ŋùmɛ̀	camel	dʒ ɔ́ ŋ ù m ɛ̀
480	Tiranige	njèlèbà	camel	n dʒ è l è b à
481	Mombo	ɲɔ̀ŋɔ̀mɛ́	camel	ɲ ɔ̀ ŋ ɔ̀ m ɛ́
482	Bunoge	ɲɔ̀ŋɔ́mɛ̀	camel	ɲ ɔ̀ ŋ ɔ́ m ɛ̀
#
483	Ben_Tey	kóró	carapace, shell (of tortoise)	k ó r ó
484	Bankan_Tey	gùmbá	carapace, shell (of tortoise)	ɡ ù m b á
485	Nanga	gùmbá	carapace, shell (of tortoise)	ɡ ù m b á
486	Perge_Tegu	gùmbɔ̀kɔ̀rú	carapace, shell (of tortoise)	ɡ ù m b ɔ̀ k ɔ̀ r ú
487	Gourou	kǒw	carapace, shell (of tortoise)	k ǒ w
488	Jamsay_Mondoro	sɔ̀ŋɔ́rⁿɔ̀	carapace, shell (of tortoise)	s ɔ̀ ŋ ɔ́ r̃ ɔ̀
489	Togo_Kan	kó:ɲó	carapace, shell (of tortoise)	k óː ɲ ó
490	Yorno_So	bàɲá	carapace, shell (of tortoise)	b à ɲ á
491	Tomo_Kan_Diangassagou	kòbò	carapace, shell (of tortoise)	k ò b ò
492	Tommo_So	kìrù bànjá	carapace, shell (of tortoise)	k ì r ù # b à n dʒ á
493	Dogul_Dom	kɔ̀mùnú	carapace, shell (of tortoise)	k ɔ̀ m ù n ú
494	Tebul_Ure	gùmbá:	carapace, shell (of tortoise)	ɡ ù m b áː
495	Yanda_Dom	gùmà	carapace, shell (of tortoise)	ɡ ù m à
496	Tiranige	kóy	carapace, shell (of tortoise)	k ó dʒ
#
497	Toro_Tegu	yɔ̌w	chaff, outer covering of grains and their connection to grain spikes	dʒ ɔ̌ w
498	Ben_Tey	ɔ̀yⁿɔ̌yⁿ	chaff, outer covering of grains and their connection to grain spikes	ɔ̀ dʒⁿ ɔ̌ dʒⁿ
499	Bankan_Tey	ɔ̀ɲɔ̌y	chaff, outer covering of grains and their connection to grain spikes	ɔ̀ ɲ ɔ̌ dʒ
500	Nanga	ɔ̀yⁿɔ́	chaff, outer covering of grains and their connection to grain spikes	ɔ̀ dʒⁿ ɔ́
501	Perge_Tegu	yòyòrú	chaff, outer covering of grains and their connection to grain spikes	dʒ ò dʒ ò r ú
502	Jamsay_Mondoro	yɔ̀:rú	chaff, outer covering of grains and their connection to grain spikes	dʒ ɔ̀ː r ú
503	Togo_Kan	yɔ̀rú	chaff, outer covering of grains and their connection to grain spikes	dʒ ɔ̀ r ú
504	Yorno_So	yògòtî:	chaff, outer covering of grains and their connection to grain spikes	dʒ ò ɡ ò t îː
505	Tomo_Kan_Diangassagou	yɔ̀w	chaff, outer covering of grains and their connection to grain spikes	dʒ ɔ̀ w
506	Tommo_So	yììgìrìyé	chaff, outer covering of grains and their connection to grain spikes	dʒ ì ì ɡ ì r ì dʒ é
507	Tebul_Ure	ɔ̀ɛ́	chaff, outer covering of grains and their connection to grain spikes	ɔ̀ ɛ́
508	Yanda_Dom	ɔ̀yɛ̀	chaff, outer covering of grains and their connection to grain spikes	ɔ̀ dʒ ɛ̀
509	Tiranige	ɔ́yɛ́	chaff, outer covering of grains and their connection to grain spikes	ɔ́ dʒ ɛ́
510	Mombo	pújù	chaff, outer covering of grains and their connection to grain spikes	p ú dʒ ù
#
511	Toro_Tegu	jɛ́mnɛ́	charcoal	dʒ ɛ́ m n ɛ́
512	Ben_Tey	jɛ̀:rⁿɛ̀ jɛ́m	charcoal	dʒ ɛ̀ː r̃ ɛ̀ # dʒ ɛ́ m
513	Bankan_Tey	jɛ̀mɛ̀nè jɛ́m	charcoal	dʒ ɛ̀ m ɛ̀ n è # dʒ ɛ́ m
514	Nanga	jɛ́mírⁿɛ́	charcoal	dʒ ɛ́ m í r̃ ɛ́
515	Jamsay	jɛ̀ŋɛ̀rɛ̀ jɛ́m	charcoal	dʒ ɛ̀ ŋ ɛ̀ r ɛ̀ # dʒ ɛ́ m
516	Perge_Tegu	jɛ̀mnɛ̀ jém	charcoal	dʒ ɛ̀ m n ɛ̀ # dʒ é m
517	Gourou	kìrɛ́	charcoal	k ì r ɛ́
518	Togo_Kan	gɛ́wⁿɛ́rⁿɛ́	charcoal	ɡ ɛ́ w̃ ɛ́ r̃ ɛ́
519	Yorno_So	gìgɛ̀rⁿɛ̌m	charcoal	ɡ ì ɡ ɛ̀ r̃ ɛ̌ m
520	Tomo_Kan_Diangassagou	jìjɛ́nɛ́	charcoal	dʒ ì dʒ ɛ́ n ɛ́
521	Dogul_Dom	gɛ́mlɛ̀	charcoal	ɡ ɛ́ m l ɛ̀
522	Tebul_Ure	jɛ́mɛ̀:	charcoal	dʒ ɛ́ m ɛ̀ː
523	Yanda_Dom	jɛ́mnɛ́	charcoal	dʒ ɛ́ m n ɛ́
524	Tiranige	cɛ̀:ŋgɔ̀	charcoal	tʃ ɛ̀ː ŋ ɡ ɔ̀
525	Mombo	gènì sí:	charcoal	ɡ è n ì # s íː
#
526	Toro_Tegu	cɛ̀lkú	chest (body)	tʃ ɛ̀ l k ú
527	Ben_Tey	jɛ̀lɛ̀kû:	chest (body)	dʒ ɛ̀ l ɛ̀ k ûː
528	Bankan_Tey	gèndèkû:	chest (body)	ɡ è n d è k ûː
529	Nanga	gòmbórô	chest (body)	ɡ ò m b ó r ô
530	Jamsay	gɔ̀ŋɔ́	chest (body)	ɡ ɔ̀ ŋ ɔ́
531	Perge_Tegu	gɔ̀wⁿɔ́	chest (body)	ɡ ɔ̀ w̃ ɔ́
532	Gourou	gɔ̀ŋɔ́	chest (body)	ɡ ɔ̀ ŋ ɔ́
533	Yorno_So	gɔ̌:ⁿ	chest (body)	ɡ ɔ̌ːⁿ
534	Tomo_Kan_Diangassagou	gɔ́ʔⁿɔ́	chest (body)	ɡ ɔ́ ʔ ɔ́
535	Tommo_So	gèɲɲú	chest (body)	ɡ è ɲ ɲ ú
536	Dogul_Dom	gɛ̀ɲúŋ	chest (body)	ɡ ɛ̀ ɲ ú ŋ
537	Tebul_Ure	gwá:ⁿ	chest (body)	ɡ w ã́ː
538	Yanda_Dom	jèɲù	chest (body)	dʒ è ɲ ù
539	Tiranige	bémbé	chest (body)	b é m b é
540	Mombo	gɔ̂:ⁿ	chest (body)	ɡ ɔ̂ːⁿ
541	Bunoge	bɛ́mbɔ̀	chest (body)	b ɛ́ m b ɔ̀
#
542	Toro_Tegu	ɛ̀ⁿsàsúkú	chicken coop	ɛ̃̀ s à s ú k ú
543	Jamsay	ɛ̀ɲɛ̀ùgú	chicken coop	ɛ̀ ɲ ɛ̀ ù ɡ ú
544	Perge_Tegu	ɛ̀njɛ̀íré	chicken coop	ɛ̀ n dʒ ɛ̀ í r é
545	Gourou	ɛ̀sɛ̀ ùgú	chicken coop	ɛ̀ s ɛ̀ # ù ɡ ú
546	Togo_Kan	kògògìrⁿí	chicken coop	k ò ɡ ò ɡ ì r̃ í
547	Yorno_So	ɛ̀ɲɛ̀gɛ̌:	chicken coop	ɛ̀ ɲ ɛ̀ ɡ ɛ̌ː
548	Tomo_Kan_Diangassagou	kùgòkùndù	chicken coop	k ù ɡ ò k ù n d ù
549	Tommo_So	ɛ̀njɛ̀ gìnɛ́	chicken coop	ɛ̀ n dʒ ɛ̀ # ɡ ì n ɛ́
550	Dogul_Dom	ɔ́llɔ̀ kùrùkúrù	chicken coop	ɔ́ l l ɔ̀ # k ù r ù k ú r ù
551	Tebul_Ure	ɛ̀ŋúmbò ùlò	chicken coop	ɛ̀ ŋ ú m b ò # ù l ò
552	Yanda_Dom	ɛ̀dɛ̀mú ʔə̀lò	chicken coop	ɛ̀ d ɛ̀ m ú # ʔ ə̀ l ò
553	Tiranige	kùrùkùrú	chicken coop	k ù r ù k ù r ú
554	Mombo	sìjà kúrúkúrú	chicken coop	s ì dʒ à # k ú r ú k ú r ú
555	Bunoge	kùrùkùrú	chicken coop	k ù r ù k ù r ú
#
556	Toro_Tegu	bɛ̌w	chin	b ɛ̌ w
557	Ben_Tey	òmbôy	chin	ò m b ô dʒ
558	Bankan_Tey	ɔ̀mbɔ̂y	chin	ɔ̀ m b ɔ̂ dʒ
559	Nanga	ɔ̀:mbɔ̂	chin	ɔ̀ː m b ɔ̂
560	Jamsay	bɛ̌w	chin	b ɛ̌ w
561	Gourou	bɛ̌w	chin	b ɛ̌ w
562	Togo_Kan	bɛ̀dònó	chin	b ɛ̀ d ò n ó
563	Yorno_So	bìbɛ̌:	chin	b ì b ɛ̌ː
564	Tomo_Kan_Diangassagou	byà:dòndò	chin	b dʒ àː d ò n d ò
565	Tommo_So	bɛ̀bɛ̀ɛ́	chin	b ɛ̀ b ɛ̀ ɛ́
566	Dogul_Dom	ɔ́sɔ̀	chin	ɔ́ s ɔ̀
567	Tebul_Ure	bèyǎ:	chin	b è dʒ ǎː
568	Yanda_Dom	bìyà	chin	b ì dʒ à
569	Tiranige	yéná	chin	dʒ é n á
570	Mombo	bé:ⁿ	chin	b ẽ́
571	Bunoge	ʔɔ́ndɔ̀	chin	ʔ ɔ́ n d ɔ̀
#
572	Toro_Tegu	kùrɔ́	cloud	k ù r ɔ́
573	Ben_Tey	yàrkùrɔ́	cloud	dʒ à r k ù r ɔ́
574	Bankan_Tey	nànà:rⁿǎyⁿ	cloud	n à n àː r̃ ǎ dʒⁿ
575	Nanga	yàrkùmùrⁿá	cloud	dʒ à r k ù m ù r̃ á
576	Jamsay	kùrùwɔ́	cloud	k ù r ù w ɔ́
577	Gourou	kùrùwɔ́	cloud	k ù r ù w ɔ́
578	Jamsay_Mondoro	kùrùwɔ́	cloud	k ù r ù w ɔ́
579	Togo_Kan	kùrùgɔ́	cloud	k ù r ù ɡ ɔ́
580	Yorno_So	kùlmɔ́	cloud	k ù l m ɔ́
581	Tommo_So	kùlùmmɔ́	cloud	k ù l ù m m ɔ́
582	Dogul_Dom	dàgúŋ	cloud	d à ɡ ú ŋ
583	Yanda_Dom	kùrùbàrà	cloud	k ù r ù b à r à
584	Mombo	álè	cloud	á l è
585	Bunoge	póndù	cloud	p ó n d ù
#
586	Toro_Tegu	tôm	cold (e.g. water)	t ô m
587	Ben_Tey	tâm	cold (e.g. water)	t â m
588	Bankan_Tey	tâm	cold (e.g. water)	t â m
589	Nanga	támî	cold (e.g. water)	t á m î
590	Jamsay	tôm	cold (e.g. water)	t ô m
591	Perge_Tegu	tôm	cold (e.g. water)	t ô m
592	Gourou	tôm	cold (e.g. water)	t ô m
593	Jamsay_Mondoro	tôm	cold (e.g. water)	t ô m
594	Togo_Kan	kélú	cold (e.g. water)	k é l ú
595	Yorno_So	kâ:l	cold (e.g. water)	k âː l
596	Tommo_So	yégélú	cold (e.g. water)	dʒ é ɡ é l ú
597	Dogul_Dom	kéllè	cold (e.g. water)	k é l l è
598	Yanda_Dom	kè:zù	cold (e.g. water)	k èː z ù
599	Tiranige	témúm	cold (e.g. water)	t é m ú m
600	Mombo	kéló	cold (e.g. water)	k é l ó
601	Bunoge	tòmbò	cold (e.g. water)	t ò m b ò
#
602	Toro_Tegu	tɔ̀rⁿíyⁿàrⁿà	corn, maize	t ɔ̀ r̃ í dʒⁿ à r̃ à
603	Ben_Tey	bàrměyⁿ	corn, maize	b à r m ě dʒⁿ
604	Bankan_Tey	bàràɛ̀mbɛ̌y	corn, maize	b à r à ɛ̀ m b ɛ̌ dʒ
605	Nanga	jàrⁿàmbɛ́	corn, maize	dʒ à r̃ à m b ɛ́
606	Jamsay	pòrò:ɲú:	corn, maize	p ò r òː ɲ úː
607	Perge_Tegu	bàràɛ̀:mbɛ́	corn, maize	b à r à ɛ̀ː m b ɛ́
608	Gourou	pòròyú:ⁿ	corn, maize	p ò r ò dʒ ṹː
609	Togo_Kan	màɲɛ̀rⁿɛ̀má	corn, maize	m à ɲ ɛ̀ r̃ ɛ̀ m á
610	Yorno_So	sàrⁿàɛ̀mɛ́	corn, maize	s à r̃ à ɛ̀ m ɛ́
611	Tomo_Kan_Diangassagou	mànjàràɲùmà	corn, maize	m à n dʒ à r à ɲ ù m à
612	Tommo_So	sànà ɛ̀mmɛ́	corn, maize	s à n à # ɛ̀ m m ɛ́
613	Dogul_Dom	sàmìyógó	corn, maize	s à m ì dʒ ó ɡ ó
614	Tebul_Ure	sàrⁿàɛ̀mbɛ́	corn, maize	s à r̃ à ɛ̀ m b ɛ́
615	Yanda_Dom	sànàɛ̀mɛ̀	corn, maize	s à n à ɛ̀ m ɛ̀
616	Tiranige	dùmàyò:gé	corn, maize	d ù m à dʒ òː ɡ é
617	Mombo	ɛ̀mbɛ̀dúlúmá	corn, maize	ɛ̀ m b ɛ̀ d ú l ú m á
618	Bunoge	dìlímà	corn, maize	d ì l í m à
#
619	Toro_Tegu	nǎm	cotton	n ǎ m
620	Bankan_Tey	nàmú	cotton	n à m ú
621	Nanga	nà:mbí	cotton	n àː m b í
622	Jamsay	nǎ:m	cotton	n ǎː m
623	Perge_Tegu	nà:mbú	cotton	n àː m b ú
624	Gourou	nà:mú	cotton	n àː m ú
625	Jamsay_Mondoro	nǎ:m	cotton	n ǎː m
626	Togo_Kan	kɔ́nú	cotton	k ɔ́ n ú
627	Yorno_So	nàmú	cotton	n à m ú
628	Tomo_Kan_Diangassagou	kùní	cotton	k ù n í
629	Tommo_So	kɛ̀ɲɲɛ́	cotton	k ɛ̀ ɲ ɲ ɛ́
630	Dogul_Dom	kɛ̀ɲɲɛ́	cotton	k ɛ̀ ɲ ɲ ɛ́
631	Tebul_Ure	cɛ̀mdɛ́	cotton	tʃ ɛ̀ m d ɛ́
632	Tiranige	kɔ̀:ní	cotton	k ɔ̀ː n í
633	Mombo	kɔ́:ndí	cotton	k ɔ́ː n d í
#
634	Toro_Tegu	nàm gúrèy	cotton seed	n à m # ɡ ú r è dʒ
635	Ben_Tey	nà:mbùyî:	cotton seed	n àː m b ù dʒ îː
636	Bankan_Tey	nàmùìsá	cotton seed	n à m ù ì s á
637	Nanga	nà:mbìǹjâ	cotton seed	n àː m b ì ǹ dʒ â
638	Jamsay	nà:mî:ⁿ	cotton seed	n àː m ĩ̂ː
639	Perge_Tegu	nà:mî:ⁿ	cotton seed	n àː m ĩ̂ː
640	Togo_Kan	kɔ̀nùí:ⁿ	cotton seed	k ɔ̀ n ù íːⁿ
641	Yorno_So	nàmǐ:ⁿ	cotton seed	n à m ĩ̌ː
642	Tomo_Kan_Diangassagou	kùnìʔí:ⁿ	cotton seed	k ù n ì ʔ íːⁿ
643	Tommo_So	kɛ̀ɲɲɛ̀ íí	cotton seed	k ɛ̀ ɲ ɲ ɛ̀ # í í
644	Tebul_Ure	cɛ̀msíyɛ́	cotton seed	tʃ ɛ̀ m s í dʒ ɛ́
645	Yanda_Dom	cèɲíyè	cotton seed	tʃ è ɲ í dʒ è
646	Tiranige	kɔ̀:ní sèŋgé	cotton seed	k ɔ̀ː n í # s è ŋ ɡ é
647	Mombo	kɔ́:ndí sì	cotton seed	k ɔ́ː n d í # s ì
#
648	Toro_Tegu	kòsíyò	coughing (noun)	k ò s í dʒ ò
649	Ben_Tey	kógúsò	coughing (noun)	k ó ɡ ú s ò
650	Bankan_Tey	kòsòkósò	coughing (noun)	k ò s ò k ó s ò
651	Nanga	kókòsô	coughing (noun)	k ó k ò s ô
652	Jamsay	kògòjó	coughing (noun)	k ò ɡ ò dʒ ó
653	Perge_Tegu	kòkùsó	coughing (noun)	k ò k ù s ó
654	Gourou	kògùzó	coughing (noun)	k ò ɡ ù z ó
655	Jamsay_Mondoro	kògòjó	coughing (noun)	k ò ɡ ò dʒ ó
656	Togo_Kan	kògújó	coughing (noun)	k ò ɡ ú dʒ ó
657	Yorno_So	kòjùgê:	coughing (noun)	k ò dʒ ù ɡ êː
658	Tomo_Kan_Diangassagou	kúʔújé	coughing (noun)	k ú ʔ ú dʒ é
659	Tebul_Ure	kóngó	coughing (noun)	k ó n ɡ ó
