code (Eng)	subcode (Eng)	code (fr)	sous-code (fr)	code #	subcode #	subsubcode #	short	court	ref#	date	comment	Leipzig-Jakarta	Swadesh (AH)	English	français	NAME Toro Tegu	NAME Bangime	NAME Sangha So	NAME Ben Tey	NAME Bankan-Tey	NAME Nanga	Jamsay (alphabet)	NAME Jamsay Douentza	NAME Perge Tegu	NAME Gourou	NAME Jamsay Mondoro	NAME Togo-Kan	NAME Yorno-So	NAME Tomo Kan Segue	NAME Tomo Kan Diangassagou	NAME Tommo-So	NAME Dogul Dom	 NAME Tebul Ure	NAME Yanda Dom	NAME Najamba	NAME Tiranige	NAME Mombo	NAME Ampari	NAME Bunoge	NAME Penange
body	mouth	corps	bouche	10	18	2	tongue	langue	00478	old	basic	tongue	tongue	tongue	langue (corps)	lèlá	n nɔ̀ɔ́ n jéréndɛ̀	níínɛ́	lɛ̀mdɛ̂:	lɛ̀mbìrɛ̂	nɛ́ndɛ̀	nɛnɛ	nɛ̀nɛ́	lɛ̀lɛ́	nɛ̀nɛ́	nɛ̀nɛ́	nɛ́nɛ́	nɛ́nɛ́, nɛ̀nɛ̌:	yɛ̀rɛ̀dɛ̀ⁿ	lɛ̀rdɛ̀ⁿ	nííndɛ́	nɛ̀ɛ̀ndá	nɛ́ndɛ́	nɛ̀mdà	nɛ̌ndɔ̀:\\nɛ̌ndɛ̀:	nɛ́:ndɛ̀	nè:ndé	ɛ̌:ⁿ-tìyɛ̀ (ɛ̌:ⁿ-tìyɛ̀ gé)	dɛ̀ndɛ̀-bè	nɛ̀mdɛ̀
body	nose	corps	nez	10	19	1	nose	nez	00483	old	basic	nose	nose	nose	nez	cìrⁿò-ká	sǔmbírí	kírⁿú	círⁿì	círⁿè	kírⁿê	cirⁿe	círⁿé	kírⁿé	kírⁿé	círⁿé	kírⁿí	kín	cìní	cíní	kínú	kìnjɔ́	cíné	cìnzà	kìnjâ:\\kìnjɛ̂:	cínjɔ́	kínjà	kìnì (kìnì gé)	kìnà	kìmjà
body	tooth	corps	dent	10	21	1	tooth	dent	00499	old	basic	tooth	tooth	tooth	dent	jìrⁿó	n nɔ́ɔ̀ ŋɔ́ síìⁿ	tɔ́rⁿú	ìrⁿú ~ ìrⁿí	ŋìrⁿɛ́, ɲìrⁿɛ́	ǹnɛ́, ìnɛ́, ìrⁿɛ́	irⁿe	ìrⁿé	ìrⁿé	ìrⁿé	èrⁿé	ìrⁿí	ɛ̌n	ʔìnì	ʔìnì	ìnú	íínò	ìnú ~ ǐn	ìn	ìnɔ̌:\\ìnɛ̌:	íníŋgé	ínnì	kéndá (kéndá gè)	ʔínì	ìnì (ɲ-)
body	neck	corps	cou	10	22	1	neck	cou	00521	old	basic	neck	neck	neck	cou	kɔ̀rɔ́	kẃà	kɔ̀kɔ́rɔ́ (all), jɔ̀gɔ́ (front of neck)	kɔ̀rɔ́	kɔ̀rɔ́	kɔ̀rɔ́	kɔrɔ	kɔ̀rɔ́	kɔ̀rɔ́	kɔ̀rɔ́		kɔ̀rɔ́	kù-kɔ̀lɔ́	kɔ̀lɔ̀	kɔ̀lɔ̀	ɔ̀dɔ́	mɔ́ɔ́gù	kwǎ: xxx[o/ɔ]	kɔ̀lɔ̀	mɔ᷈:\\mɔ̌ɛ̀	mɔ́:	párù	pàdò (pàdò gé)	kóláŋgè	pàrò
body function	oral gaseous emission	fonctionnement corporel	émission gazeuse	11	1	10	breathe	respirer	00555	old			breathe	breathe	respirer	húmsú\\húmsó	n níírù	nín nínú \\ nínú nínú	sǔ:ⁿ súⁿ	sùmɔ́ súmɔ́	sùmó súmó	yinyine	yîn yìné	sùwⁿɔ́ súwⁿó	sùwⁿó súwⁿó	yîn yìné	ɲíní ɲìné	nínù nínɛ́	ɲú: ɲùnì	ɲí: ɲìnì	nínnú nínnɛ́		nindù-gó nìndí- (nìndí-tì-)	nìndùgù nìndúgó	sùnjú súnjí	súnjú súnjó	nèndèlé néndélè		sìgɔ̀ sígɛ̀	nèndìl néndílè
body function	nasal emission	fonctionnement corporel	émission nasale	11	2	4	blow nose	moucher	00567	old			blow one's nose	blow one's nose	se moucher	círⁿó pɔ́rⁿú\\pɔ́rⁿɔ́	(sǔmbí) síjɛ̀	kírⁿú pɔ́rⁿú	pɔ́rⁿɔ́	círⁿè pɔ́rⁿɔ́	kìrⁿé m̀bó	cirⁿepɔrⁿɔ	círⁿé pɔ́rⁿɔ́	kírⁿé pɔ́rⁿɔ́	kírⁿé pórⁿó		kírⁿí síɲé	kín pɔ́rⁿɔ́-\\pɔ́rⁿɔ́	cìní hùmbí	cíní húmbí	kínú nùmbó\\úmbó		cíné úmbó (úmbó-tì-)	cìnzà úmbó\\ùmbò-lí	kìnjâ: ímbí	cínjó ímbó	kinja ímbé		dímbè	
body function	spit	fonctionnement corporel	cracher	11	11	2	spit	cracher	00613	old			spit (verb only)	spit (verb only)	cracher	tú\\tɔ́	tǔjúrù		tɔ́	tɔ́tí	tɔ́njí	tɔ	tɔ́:	tɔ́:	kágúzá		túrɔ́	tɔ́:-\\tɔ́:	tùrɛ́	túrɛ́	tɔ́ɔ́	tùwé	tɔ́ (tɔ́-tì-)	tó:\\tó:-lì	swɛ́\\swɛ̀	tɔ́:	sò:njí swɛ́:		sɛ̂:	swɛ́:
body function	vomit	fonctionnement corporel	vomir	11	14	2	vomit	vomir	00642	old			vomit (verb only)	vomit (verb only)	vomir	bìtú\\bìtó, gùrú\\gùrɔ́	ɲɛ̀ɛ́ndí	gùrɔ́	gùrɔ́	gùrá	úró	tɔ	tɔ́:	gùrɔ́	tɔ́:	tɔ́:	gùrɔ́	gùlɔ́-\\gùlɔ́	gùlɛ̀	gùlɛ̀	gùlɔ́	wɛ̀sɛ́	gùlɔ́ (gùlɔ́-tì-)	úló\\ùlò-lí	úl\\ùlè	ɛ́njɔ́	sóríŋgè swɛ́:		sɛ̂:	swɛ́:
body function	laugh	fonctionnement corporel	rire	11	16	2	laugh	rire	00649	old		to laugh	laugh (verb only)	laugh (verb only)	rire (verbe seulement)	mɔ̌m\\mɔ̌:	m máà	mǒj mɔ́nɛ́	màní	màní	màndí	mɔwⁿɔ	mɔ̀wⁿɔ́	mɔ̌:ⁿ	mɔ̀wⁿɔ́	mɔ̀wⁿɔ́	mɔ̌:	mɔ̌:-\\mɔ̌:	mɔ̀mɛ̀	mòmè	mòmó	màndɛ́	màndí (màndí-tì-)	màndú\\màndà-lí	màndí\\màndè	mándó	mándú mándè		mándè	mándé
body position	sit	position du corps	asseoir	12	1	1	sit	asseoir	00690	old	basic		sit, sit down	sit, sit down	s'asseoir	dǐŋ\\dìŋé	térò		èw-yê: éw-yé, éw-yé	éy-yé	éw-yé	diŋe,diŋdiŋe	dìŋé (Imperative dìŋé), dǐŋ dìŋé	dènjé	dìŋé	dìŋé	dɛ̀ŋ-î:\\dɛ̀ŋ-ɛ́:	dàyⁿ-ɛ́:\\dàyⁿ-í:	dèŋì	dèŋì	dànní-yɛ́	òbé	ób-í: (óbí:-yà-, imprt ób-è:)	óbí-yó\\óbí-yó-lì	óbí-y	ów(í)-yó	kùnjùgà kó:ⁿ kúndá	dáyⁿù (dǎ:yⁿ, dǎ:yrⁿ-rí)	ʔébè	dá:yⁿì
body position	stand/stop	position du corps	debout/arrêter	12	4	1	stand	debout	00704	old	basic	to stand	stand (verb only)	stand (verb only)	se mettre debout (verbe seulement)	ígú\\ígó	dǐndá	íŋjɛ́	í:-yí	í:	í:-yí	ijɛ	íjɛ́	ígí-yɛ́	ígɛ́	íjɛ́	ìg-î:\\ìg-ɛ́:	íŋ-ɛ́:-\\íŋ-í:	ʔì:	ʔì:	íŋí-yɛ́	ìgɛ́	íjj-í: (íjj-í:-yà--, neg ìjj-ǎ:-l)	íŋgílɛ́\\íŋgílá-lì	íŋgí-yɛ́	ígí-yó	íŋgyɛ̂:	tíyò (tìyé, tíyé-rí)	ʔǐj-jɛ̀	ínjɛ̀ (ɲ-)
body position	lie down	position du corps	coucher	12	8	1	lie down	coucher	00734	old	basic			lie down, go to bed	se coucher	ìsú\\ìsé			bì-yé	bìyé	bìyé	iɲe	ìɲé	ìnjé	ìsé	ìɲé	ìmú ìm-î:\\ìm-ɛ́:	dǐ:ⁿ-\\dǐ:ⁿ	mí:\\myɛ́ⁿ	xxx	ǹjó ǹjí-yó		bě (běy-yà-)	bì-yó\\bì-yè-lí	bǐy\\bìyè	bí-yó	bí:yè	bíyò (bìyè, bíyé-rí)	bí:-yè	bí-yé (imperative bì-yó)
part (animal)	tail	partie (animal)	queue	13	3	1	tail	queue	00760	old	basic	tail	tail (of dog, sheep, etc.)	tail (of dog, sheep, etc.)	queue (de chien, de mouton, etc.)	báná	tííⁿ	dúlɔ́	dúrɔ̀	dúrà	dúrâ	durɔ	dúrɔ́	dúrɔ́	dùrɔ́		dúrɔ́	dúlɔ̀	jìlá	xxx	dúlɔ́	dúlò	dúlá:	dùlɔ́	dúlɔ̀:\\dúlɛ̀:	dìlɔ̀	dúlɔ́	dìrɔ́ (dìrɔ́ gè)	dílɔ̀	dìlɔ̀
part (animal)	extremity	partie (animal)	bout	13	4	1	wing	aile	00762	old		wing	wing (of bird)	wing (of bird)	aile (d'oiseau)	jɛ̀tá	(màá) kǔwò	gámúrú	gámjá	jɛ̀ndɛ̂:	kà-kásâ, jɛ̀rɛ́	gamɲu	gámɲú	gámjá	gámsá	gámɲú	gáɲá	gámìrù	gànjá	xxx	ká-kárú	gáámbùrù	ká-kárá	kàgádà	kàkàrâ:\\kàkàrɛ̂:	pɛ̀nɛ̀-pɛ̀nɛ̀	kárá-kárá		gúbà	gùbà
part (animal)	horn	partie (animal)	corne	13	5	1	horn	corne	00772	old	basic	horn	horn (of animal)	horn (of animal)	corne (d'animal)	círá	síráá	kɛ́lɛ́	cíyà	kíyà, cíyà	kírâ	cirɛ	círɛ́	kírɛ́	kírɛ́		kírɛ́	kílɛ̀	cìlá	xxx	kɛ́lɛ́	kɛ̀lɔ́	cílá ~ kílá	célá, cɛ́lɛ́	kɛ́lɔ̀:\\kɛ́lɛ̀:	kɛ̀:lɛ̀ŋgè	kɛ́lɛ́	kɛ̀rɔ̀ (kɛ̀rɔ̀̀ gé)	kɛ̀lɛ̀	kɛ́lɛ́
part (animal)	hair/feather	partie (animal)	poil/plume	13	7	1	feather	plume	00779	old	basic			feather	plume (d'oiseau)	kúrɔ́		kùkùrí	kù-kùyɔ́	kùyá	kìyá	kurɔ	kúrɔ́	kúrɔ́	kúrɔ́		kúrɔ́	kù-kûl	kùlɛ́	xxx	kúló	kílì	kúlá	kùlà	kùlɛ́-ŋgó\\kùlɛ́	kùlɛ̀-ŋgè ("hair")	ìní kúlɛ̀	kùrɛ̀ (kùrɛ̀ gé)	kùlɛ̀ ("hair")	kúlɛ́
part (plant)	root	partie (plante)	racine	15	2	1	root	racine	00867	old	basic	root	root	root	racine	wóró	ʒíìⁿ	wélú	wé:rí	wòrú	wè:rî	bɔrɔceŋ,ceŋ	bɔ̀rɔ̀-cé:ŋ, cé:ŋ	ké:ŋgú	ké:ⁿ		bɔ̀rɔ̀-dí: ~ bɔ̀:-dí:	wél	bɔ̀lɔ̀-wò	xxx	wélú	kásò	díné	dìlú, dǐl	wǒl-ŋgó\\wòlé	yìlìŋgè	kágì	kɔ̀jì-dùmbè (gé, for herb), tìŋgɔ́-dùrù (gé, for tree)	kàjè ("tendon"), bùsùllè	dúl
part (plant)	stem	partie (plante)	tige	15	3	1	stem	tige	00873	old			stem, stalk	stem, stalk	tige	cècèrú	(símè) ɕùlí	kɛ̀rú \\ líjɛ́	kɔ̀ŋgɔ̀rɔ́ ~ kɔ̀ŋɔ̀rɔ́	kɔ̀ŋgùrɔ́	sɔ́gɔ̂	ceru,ciceru	cè:rú, cì-cè:rú	kì-kèrú	kè:rú	cè:rú	kèrú	kèrú	cèrì	xxx	kùgɔ̀lú, kèrù tànnàà-ý	kɔ̀gùlú, bèyég	cèrgó	kàdù	sìmbá-ŋgó\\sìmbá	kɔ̀jì	kójí		kógálì	wày (thin stem), kɔ̀gɛ̀lɛ̀ (thick, e.g. of millet)
part (plant)	bark	partie (plante)	écorce	15	4	1	tree bark	écorce	00883	old	basic		tree bark	tree bark	écorce	kǒw, tìwⁿá kôw	ʒàɣà \\ (màá) kʷéɛ̀	jóórú \\ kóbú	kù-kòmbî: ~ kì-kòmbî:, kòmbî:	tùndú, kò-kòmbû:	tùmà-pô:, tùmà-[kò-kòmbí]	jey	jêy, jǎyⁿ	gɛ̂:ⁿ	zǎyⁿ	kǒw	kòkǒ:		kú	xxx	jóyⁿ, kó-kóbú	kìŋìnɔ̀ kɔ̀mùnú	kóbé	tìmè-sábú		kóy	kòmbòlí	òwá (òwá gè)	kòbàlì, tìlìŋgé-kòbálì	témbú
part (plant)	leaf	partie (plante)	feuille	15	7	1	leaf	feuille	00900	old	basic	leaf	leaf (of plant)	leaf (of plant)	feuille (de plante)	kɔ̀tɔ́	pʷéɛ̀ⁿ	líjɛ́	jɛ̀lɛ̂:, jɛ̀lɛ̂y, jì-jɛ̀lɛ̂:, jì-jɛ̀lɛ̂y	jɛ̀ndɛ̂: ~ gɛ̀ndɛ̂:	úwâ	kurɔ	kúrɔ́	kúrɔ́	kúrɔ́		kúrɔ́	lɛ̂:	kɔ̀w	xxx	núyɔ́	kómbò, kíl	kúlá	kùlà	kòmbá-ŋgó\\kòmbá	kómbá	kúbɛ̀	kòwá (kòwá gè)	kóbà	kɔ̀bɛ̀
part (plant)	seed	partie (plante)	graine	15	10	1	grain, seed, nut	graine, noix	00941	old	basic		(single) grain, seed, nut	(single) grain, seed, nut	graine (individuelle), noix	ìsɛ̌yⁿ	bùrù	ìì sáá	ìsâ:, yî:	ìsâ:	ǹjâ	sɛyⁿ	sɛ̌yⁿ	ìšɛ̌yⁿ	î:ⁿ xxx	sɛ̌yⁿ (collective)	í:ⁿ (compound final)	î:	mù-ʔìnì	xxx	íí, ì-sǎy	dèné, sáỳ	íyɛ́	é:	sê:-ŋgò\\sê:	séŋgé	sí:	sêyⁿ (sêyⁿ gé)	sè:	sè:
part (plant)	flower	partie (plante)	fleur	15	14	1	flower	fleur	00969	old			flower (of tree or herb)	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	pùró	(màá) tʷíìⁿ	pújó \\ pújé	pùrⁿǔy, pùrⁿǐ:	pùrⁿó	pùrⁿó	purⁿo	pùrⁿó	pùrⁿó	pùrⁿó		pìyé	pǔy	hʷùjé	xxx	púyó	púnú	pùrⁿó	pùn	pùnɛ̌n-gó\\pùnɛ̌n	pùnì	púlú		púlò	púló
part (plant)	fruit	partie (plante)	fruit	15	15	1	fruit	fruit	00978	old			fruit (of plant)	fruit (of plant)	fruit (d'une plante)	ì-rⁿú\\ì-mú	dʷáá m bìjɛ́ 	íí	yî:	yî:	nàrⁿá	iⁿ	î:ⁿ	î:ⁿ			tìmɛ̀-í:ⁿ	î:	ʔí:ⁿ	xxx	íí	kíŋìnɔ̀ égù	íyɛ́	é:	ɔ̀mɔ̂:\\ɔ̀mɛ̂:	bé:\\bé-gé, tílŋgɔ́ bě:\\bè-gé (tree fruit)	wê:		 -bè (def -bè: nɔ́, pl -bě: gè)	
clothing	unravel/repair	vêtements	défaire/réparer	16	24	1	sew	coudre	01232	old			sew (with needle)	sew (with needle)	coudre (à l'aiguille)	átú\\átá	síí		kúyó	kó	kó:	ajara	ájárá	pɛ́:	ásárá		tǔⁿ ájìrì	lɔ́:	ʔàlí	xxx	nɔ̌y nɔ́ɔ́		pɛ́:y (pɛ́:y-tì-)	píyɛ́\\pìyá-lì	kóy\\kòyè	kó:	kúyé		kê:	kwé:
weaving/cotton	weave/loom	tissage/coton	tisser/métier	17	8	1	weaver	tisserand	01273	old			weaver	weaver	tisserand	yɔ̀rù-tí-nú\\-tí-m	dɛ̌ɡɛ̀ ʃìjɛ́ⁿ	sɔ̀j tɛ́ɛ́nɛ́	sú:rɔ́-m\\sú:rɔ́, jè:sè-tìyǐ-m\\tìyú	gèsìrè-tǐ:-mbô:, jèsìrè-tǐ:-m\\-tìyú, sú:rá-m\\sú:rá	súrágá, yùrù-tɛ̌:	surgɔn	sùrgɔ̌-n	súrúgɔ̀-n			súrúgɔ́	sɔ̀y-[tɛ́:-nɛ́]	sùrùgáⁿ	xxx	sɔ̀w tíyⁿí-nɛ́\\tíyí-nɛ́		ɛ̀dɛ̀-tě:	sɔ̀ŋ-tìy	gè:jù-tìyé\\-tǐy-mbó, sɔ̀:-tìyé\\-tǐy-mbó	jɛ̀jí-tí:	gɛ̀zì tí		gɛ̀jǐ-tíyɛ́-bò	gèjì-tìy
drink	drink	boire	boire	21	1	1	drink	boire	01436	old	basic	to drink	drink (sth)	drink (sth)	boire (qch)	ní\\nɛ́	ɲìjɛ́(rɛ̀)	nɔ́j	nɔ̌	nɔ́	nɔ̌:	nɔ	nɔ̌:	nɛ̌:	nɔ̌:	nɔ̌:	nɔ̌:	nɔ̌:-\\nɔ̌:	nwɛ̀:	xxx	nɔ́ɔ́	nɛ̀ɛ́	ɲɛ́ (ɲɛ́-tì-)	nìyⁿɛ́\\nìyⁿà-lí	nɛ́	ɲɔ́: (Perf ɲɛ̀:-) (same as 'eat meal')	nyɛ́:	nɔ̂: (nɔ̯ɛ́, nɔ̯ɛ́:-rí)	nɛ̂:	nɛ́:
beverage	water	boisson	eau	22	9	1	water	eau	01495	old	basic	water	water	water	eau	ní	ɥíɛ̀	díí	nî:	nî:	nî:	ni	ní:	ní:	ní:	ní:	dí:	dǐ:	jí:	xxx	díí	ʔɲ́ì, ʔɲ́ù	ínjé	ínjú	íŋgé\\íŋgé, ínjé\\ínjé	mí:	mî:	mí: (mí: gè)	gɔ́	mì:
eat	eat	manger	manger	25	1	2	eat meal	manger repas	01540	old	basic	to eat	eat (meal)	eat (meal)	manger (repas)	lí\\lɛ́	dìjá		ɲɛ́	ɲɛ́	kɔ́:	ɲɛ	ɲɛ́:	ɲɛ́:	ɲɛ́:		ɲí:\\ɲí:	ká:	ɲɛ́:	xxx	ńyɛ́	ɲɛ̀ɛ́	ɲɛ́ (ɲɛ́-tì-, also 'drink')	ʔə́ɲɛ́\\ʔə́ɲá-lì	kwɛ́	ɲɔ́: (Perf ɲɛ̀:-) (also 'drink')	ɲɛ́:	yɔ̂: (yɛ̀, yɛ́:-rí)	jɛ̂:	ɲɛ́:
eat	suck	manger	sucer	25	11	1	suck	sucer	01595	old		to suck		suck (e.g. candy)	sucer (bonbon, etc.)	ɔ́ⁿsú\\ɔ́ⁿsɔ́	ʒúmbá-rà		ɔ́njí	ɔ́zí	ɔ́njí	ɔɲɔ	ɔ́ɲɔ́	ɔ́njɔ́	ɔ́sɔ́	ɔ́ɲɔ́	ɔ́ɲɔ́	ɔ́ɲɔ́	ʔɔ́njɛ́	xxx	ɔ́njɔ́	ɔ̀ɲjɛ́	óndó (óndó-tì-)	úmzó\\úmzó-lì	ónjí	ónjó	mílɛ́		bɔ́njɛ̀	ɲɛ́:
food	meat	aliment	viande	26	12	1	meat	viande	01682	old	basic	flesh/meat	meat	meat	viande	nàwⁿá	n ŋǎẁ	nàwⁿá	nàwⁿâ:	nàmâ:	nàmâ	nɔwⁿɔ	nɔ̀wⁿɔ́	nàwⁿá	nɔ̀wⁿɔ́	nɔ̀wⁿɔ́	nɔ̀wⁿɔ́	nàwⁿá	nàmà	xxx	nàmá	nàmáá	nàmá	nàmà	nàmâ:\\nàmɛ̂:	námá	námà	nàmá (nàmá gè)	námà	nàmà
food	fat	aliment	graisse	26	13	1	fat	graisse	01687	old	basic			animal fat (in meat)	graisse d'animal (dans la viande)	síwó		nàwⁿà síí	sî:ⁿ	sî:ⁿ	síyⁿɛ̂	se	sê:	šíyè		sê:	nɔ̀wⁿɔ̀-síwé	sî:	swé:	swé:	nàmà síyé	síìŋ	sé:	sɔ́ŋɔ̀	sî:-ŋgò\\sî:	sìyò	síwó	sìwò (sìwò gé)	sìwò	nù:
hunt	hunt	chasse	chasse	27	1	4	hunt	chasse	01720	old			hunt (verb only)	hunt (verb only)	faire la chasse (verbe seulement)	ósú\\ósó	sísɔ́ɣɔ̀ \\ kɛ́rɛ́ndì	dán dànú	dànní	òsíyé	tá:rí	dana	dàná		dàná		dàná 	dàná-\\dànú	swɛ́:	xxx	àn-tólú táálá		dàndí (dàndí-tì-)	dànú\\dànà-lí	tálɛ́	tá:nó	dà:nà ǹkálúmá kání			
pound/grind	grind/press	piler/moudre	écraser/moudre/presser	30	1	2	grind, crush	écraser	01810	old		to crush/grind		grind up, crush well (e.g. millet grains, for millet cakes) with grindstones	bien écraser (mil, etc.) avec deux pierres à écraser	nǎm\\nàwⁿá	nnàá	pùnǎwⁿ	nàwⁿá	nàmá	nàmá	nɔwⁿɔ	nɔ̀wⁿɔ́	nàwⁿá	nɔ̀wⁿɔ́	nɔ̀wⁿɔ́	nɔ̀wⁿɔ́	nàwⁿá	nɛ̀mɛ̀	xxx	nàmá		nàmá (nàmá-tì-)	nǎm\\nàmà-lí	nǎm\\nàmè	námɔ́	sá:rè		námì	námí
spices	salt	épices	sel	33	9	1	salt	sel	01976	old	basic	salt	salt	salt	sel	nɛ̌ŋ	ɡɛ́ŋɡè	nɛ̀wⁿú	nɛ̌m	nɛ̌m	nɛ̀:mí	nɛm	nɛ̌m	nɛ̌m	nɛ̌m		mɛ̌:	nɛ̌m	míyɛ̀ⁿ		nɛ̌m	nèém	nèmé	nɛ̀m	nɛ̌m-gó\\nɛ̀mɛ́	nɛ́wⁿ	nêwⁿ	mɛ̀njɛ́ (mɛ̀njɛ́ gè)	kómúnù	nɛ̀m
oil/butter	vegetable oil	huile/beurre	huile végétale	34	2	1	oil	huile	01991	old			oil (vegetable, liquid or buttery)	oil (vegetable, liquid or buttery)	huile (végétale, liquide ou en forme de beurre)	lǒw	ŋʷɛ̀ɛ́	nìí	nì-sárⁿá, nù-sárⁿá	nǐ:	lì:gí	nuŋ	nǔŋ	nùŋgú	nùŋú	nǔŋ	nìŋí	nǐ:	ɲì:		níyɛ́	nèègú	nùrⁿó	nì:	ně-ŋgó\\nègé	nú:	nû:		nú	nù:
fire	fire	feu	feu	35	1	1	fire	feu	02012	old	basic	fire	fire	fire	feu	núwⁿɔ́	bíréɛ̀	jàwⁿú	go᷈:	go᷈:	go᷈:	nuwⁿo,nuwⁿɔ	núwⁿó, núwⁿɔ́	núwⁿó	núwⁿó	núwⁿó	ɲɛ́:	yǎm	ɲá:		ɲǎm	gógó	gǒ:	gòlò	gólò\\gólè	jíyé	génì	gɛ̀nɛ́ (gɛ̀nɛ́ gè)	génì	gènì ~ gèn
fire	firewood	feu	bois de chauffage	35	2	1	firewood	bois de chauffage	02019	old			firewood	firewood	bois de chauffage	tìrⁿú	síjɛ̀	tírⁿú	tìrⁿú ~ tìrⁿí	tǐn	tìrⁿí	tin,tinɲasiru	tǐn, tìn ɲà:-sìr-ú	tìrⁿí			tǐⁿ	tǐn	cúⁿ		tínú	tééŋ	tìnɛ̌:	té:	té:-ŋgó\\té:	tè:ŋgè	té:ŋgé		tè:ŋgè	tè:ŋgè
fire	ashes	feu	cendre	35	10	1	ashes	cendre	02049	old	basic	ash	ashes	ashes	cendre	dòwⁿòsú	túɥɛ̀	únɔ́	dɔ̀yⁿɔ̌yⁿ	dɔ̀yⁿɔ̌yⁿ	dùyá	dɔyⁿɔ	dɔ̀yⁿɔ́	dɔ̀yⁿɔ́	ɛ́:rⁿɛ̀		dɔ̀yⁿɛ́	únɔ̀	dwɛ́ⁿ		ɔ́índɛ́, úndɔ́	dɔ́ɔ̀	dɔ̀ɛ́	dɔ̀yⁿɛ̀	dɔ̀dɛ̌:-ŋgó\\dɔ̀dɛ̌:	dwɛ́:	dwɛ̂:	dɔ̀:yé (dɔ̀:yé gè)	díwɔ̀	dwɛ̀:
fire	smoke/steam	feu	femée/vapeur	35	11	1	smoke	fumée	02050	old	basic	smoke	smoke	smoke	fumée	kúmó	bírɛ́ n jìjɛ́	kùkùmú \\ kùkǔm	kù-kùmbó	kùkúmbó	kùmbó	kukumɔ	kù-kùmɔ́	kù-kùmbó	kùkùmó	kì-kùmó	kùkúmó	kúmɔ́	kùⁿ-kùmì		kùmmɔ́	kùmmɛ́	kùmbó	kùmò	kùmbú\\kùmbí	kúmú	kúmbè	kúmbé (kúmbé gè)	kúyè	kùmbè
fire	blow	feu	souffler	35	12	1	blow	souffler	02052	old		to blow		blow on (e.g. fire)	souffler sur (feu etc.)	púrú\\púró	píjù	púúbí	pú:rⁿú	pú:rⁿí	púmírⁿí	piwɛ	píwɛ́	píyɛ́	fíwé		ɲɛ́: píyé	púb-ɛ́:-\\púb-í:	húbí		ɲǎm púúbí-yó		útú púb-í:- (púb-í:-tì-)	pú:bí-yɛ́	púmíl\\pùmìlè	púmbúló	púbúlè		púbúlè	púbúlè
plant (cultivated)	grain crop	plante (cultivée)	céréale cultivée	36	2	2	millet	mil	02069	old			millet	millet	mil	yú	dɛ̌mɛ̀	jùú	yû:	yû:	yû:	ɲu	ɲú:	yú:	ɲú:, ɲù: pírú	ɲú:	ɲú:	yǔ:	ʔínjá		yúú	sìyɛ́	yɔ́	yú:	yó-ŋgó\\yógé	yò:gè	sé:ŋgè		sé:ŋgè	sè:ŋgè
plant (cultivated)	grain crop	plante (cultivée)	céréale cultivée	36	2	4	sweet sorghum	sorgho doux	02071	old			sweet sorghum (stalk chewed like sugar cane)	sweet sorghum (stalk chewed like sugar cane)	sorgho doux (tiges croquées comme la canne à sucre)	tùsù-cèrú, ká:rⁿà	sǐnʤɛ̀	ɛ̀mɛ̀ kɛ̀rú	sànjírⁿà	sàzì-jírⁿá	sànà-gíndá	sancirⁿe	sàncírⁿè	sàrgínè	sànkírⁿɛ̀		ɛ̀mɛ̀-sàⁿkírⁿí	ɛ̀mɛ̀-sàrⁿàgɛ́rⁿɛ̀	cèrìkɔ̀ʔɔ̀ dɛ́yⁿ		sànà gɛ́nɛ́		sànà-gɛ́rⁿɛ̀	sànàgínɛ̀	sànàgínɛ́-ŋgó\\sànàgínɛ́		ɛ̀mbà dúmbɛ́			sìnjà-n-dúmbé
plant (cultivated)	grain crop	plante (cultivée)	céréale cultivée	36	2	5	sugar cane	canne à sucre	02072	old			sugar cane	sugar cane	canné à sucre	súkkàrà tùsù-cèrù	mùùrɛ́	káléj \\ sìgɔ̀rɔ̀ kɛ̀rú	sìrìpàlà-kɔ̀ŋɔ̀rɔ́	sùkàr kɔ̀ŋgùrɔ́	sìrìbàlɛ̀-sɔ́gɔ̂	sukɔrɔceru	sùkɔ̀rɔ̀-cè:rú	sìrìpàlà-kèrú			sùgɔ̀rɔ̀-kèrú	sùgɔ̀rɔ̀-kèrú			sànà gɛ́nɛ́, kálá	kàlá	kàlá		súkàrà sìmbá	úmbúlíyè	ɛ̀mbà dúmbɛ́		múlè	sìnjà-n-dúmbé
plant (cultivated)	grain crop	plante (cultivée)	céréale cultivée	36	2	6	rice	riz	02073	old			rice	rice	riz	mɔ́	ɡǒmɛ̀	árá	á:rá	árá	á:rá	ara	árá	á:rá	árá	árá	árá	árá	árá		árá	árà	árá	ádá	ɔ̌:rɛ̀	ɛ̀rɛ̀gè	ɛ́rɛ́		ʔɛ̀ndɛ̀gè	ɛ́rɛ́:ŋgé (y-)
