# IDS
ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
2041	German	the gold	546	9.64	Gold	ɡɔlt	1642
2042	French	the gold	546	9.64	or	ɔʀ	1643
2043	Dutch	the gold	546	9.64	goud	xɑut	1642
2044	English	the gold	546	9.64	gold	ɡəʊld	1642
# 
2045	German	the silver	545	9.65	Silber	zɪlbər	1640
2046	French	the silver	545	9.65	argent	aʀʒɑ̃	1641
2047	Dutch	the silver	545	9.65	zilver	zɪlvər	1640
2048	English	the silver	545	9.65	silver	sɪlvər	1640
# 
2049	German	the copper	544	9.66	Bronze	brɔ̃ːsə	-1637
2051	French	the copper	544	9.66	bronze	bʀɔ̃z	1637
2052	Dutch	the copper	544	9.66	koper	koːpər	1638
2053	English	the copper	544	9.66	copper	kɔpər	1638
# 
2054	German	the iron	543	9.67	eisen	aizən	1633
2055	French	the iron	543	9.67	fer	fɛʀ	1635
2056	Dutch	the iron	543	9.67	ijzer	ɛɪzər	1633
2057	English	the iron	543	9.67	iron	aɪrən	1633
# 
2058	German	the tin or tinplate	542	9.69	Zinn	ʦɪn	1630
2059	German	the tin or tinplate	542	9.69	Blech	blɛx	1632
2061	Dutch	the tin or tinplate	542	9.69	tin	tɪn	1630
2062	English	the tin or tinplate	542	9.69	tin	tɪn	1630
# 
2067	German	the clay	332	9.73	Ton	toːn	1001
2068	German	the clay	332	9.73	Lehm	leːm	1004
2069	French	the clay	332	9.73	argile	aʀʒil	1003
2071	Dutch	the clay	332	9.73	klei	klɛɪ	1002
2072	English	the clay	332	9.73	clay	kleɪ	1002
# 
2073	German	the glass	329	9.74	Glas	ɡlaːs	993
2074	French	the glass	329	9.74	verre	vɛʀ	994
2075	Dutch	the glass	329	9.74	glas	xlɑs	993
2076	English	the glass	329	9.74	glass	ɡlɑːs	993
# 
2077	German	to weave or plait/braid	330	9.75	flechten	flɛxtən	995
2079	French	to weave or plait/braid	330	9.75	tresser	tʀɛse	997
2080	Dutch	to weave or plait/braid	330	9.75	vlechten	vlɛxtə	995
2081	English	to weave or plait/braid	330	9.75	weave	wiːv	996
# 
2082	German	the fan	326	9.79	Fächer	fɛxər	982
2083	French	the fan	326	9.79	éventail	evɑ̃taj	984
2084	Dutch	the fan	326	9.79	waaier	waːjər	6050
2085	English	the fan	326	9.79	fan	fæn	983
# 
2088	German	to carve	745	9.81	meißeln	maisəln	2255
2089	French	to carve	745	9.81	sculpter	skylte	2254
2091	Dutch	to carve	745	9.81	kerven	kɛrvə	2253
2092	English	to carve	745	9.81	carve	kɑːv	2253
# 
2093	German	the sculptor	754	9.82	Bildhauer	bɪlt#hauər	2275
2094	French	the sculptor	754	9.82	sculpteur	skyltœʀ	2276
2095	Dutch	the sculptor	754	9.82	beeldhouwer	beːlt#hɑuwər	2275
2096	English	the sculptor	754	9.82	sculptor	skʌlptər	-2276
# 
2101	German	the chisel	128	9.84	Meißel	maisəl	385
2102	French	the chisel	128	9.84	ciseau	sizo	386
2103	Dutch	the chisel	128	9.84	beitel	bɛɪtəl	387
2104	English	the chisel	128	9.84	chisel	ʧɪzḷ	-386
# 
2111	German	to turn	699	10.12	umdrehen	ʊm#dreːən	2116
2113	French	to turn	699	10.12	retourner	ʀə#tuʀne	2117
2114	Dutch	to turn	699	10.12	omdraaien	ɔm#draːjə	2116
2115	English	to turn	699	10.12	turn	tɜːn	-2117
# 
2117	German	to wrap	701	10.14	wickeln	vɪkəln	2125
2118	French	to wrap	701	10.14	enrouler	ɑ̃ʀule	2124
2120	Dutch	to wrap	701	10.14	wikkelen	wɪkələ	2125
2121	English	to wrap	701	10.14	wrap	ræp	2123
# 
2122	German	to roll	700	10.15	wälzen	vɛlʦən	2120
2123	German	to roll	700	10.15	rollen	rɔlən	-2121
2124	French	to roll	700	10.15	rouler	ʀule	2121
2125	Dutch	to roll	700	10.15	rollen	rɔlə	-2121
2126	English	to roll	700	10.15	roll	rəʊl	-2121
# 
2127	German	to twist	702	10.17	drehen	dreːən	2127
2129	German	to twist	702	10.17	flechten	flɛxtən	2131
2130	French	to twist	702	10.17	tordre	tɔʀdʀ	2129
2131	Dutch	to twist	702	10.17	draaien	draːjə	2127
2132	English	to twist	702	10.17	twist	twɪst	2128
# 
2133	German	to rise	562	10.21	aufstehen	auf#ʃteːən	1683
2135	French	to rise	562	10.21	monter	mɔ̃te	1685
2136	Dutch	to rise	562	10.21	opkomen	ɔp#koːmə	1686
2137	English	to rise	562	10.21	rise	raɪz	1684
# 
2138	German	to raise or lift	563	10.22	aufheben	auf#heːbən	1687
2139	French	to raise or lift	563	10.22	lever	ləve	1689
2141	Dutch	to raise or lift	563	10.22	optillen	ɔp#tɪlə	1690
2142	English	to raise or lift	563	10.22	raise	reɪz	1688
2143	English	to raise or lift	563	10.22	lift	lɪft	1689
# 
2144	German	to fall	564	10.23	fallen	falən	1692
2145	French	to fall	564	10.23	tomber	tɔ̃be	1693
2146	Dutch	to fall	564	10.23	vallen	vɑlə	1692
2147	English	to fall	564	10.23	fall	fɔːl	1692
# 
2148	German	to drip	565	10.24	tropfen	trɔp͡fən	1694
2149	French	to drip	565	10.24	s'égoutter	eɡute	1695
2150	Dutch	to drip	565	10.24	druppelen	drʉpələ	1694
2151	English	to drip	565	10.24	drip	drɪp	1694
# 
2152	German	to throw	566	10.25	werfen	vɛrfən	1696
2153	French	to throw	566	10.25	jeter	ʒəte	1698
2155	Dutch	to throw	566	10.25	werpen	wɛrpə	1696
2156	English	to throw	566	10.25	throw	θrəʊ	1697
# 
2157	German	to catch	209	10.252	fangen	faŋən	630
2158	French	to catch	209	10.252	attraper	atʀape	632
2159	Dutch	to catch	209	10.252	vangen	vɑŋə	630
2160	English	to catch	209	10.252	catch	kæʧ	631
# 
2161	German	to flow	612	10.32	fliessen	fliːsən	1851
2163	French	to flow	612	10.32	couler	kule	1852
2164	Dutch	to flow	612	10.32	stromen	stroːmə	1853
2165	English	to flow	612	10.32	flow	fləʊ	1851
# 
2166	German	to sink	352	10.33	senken	zɛŋkən	1062
2168	French	to sink	352	10.33	sombrer	sɔ̃bʀe	1064
2169	Dutch	to sink	352	10.33	zinken	zɪŋkə	1062
2170	English	to sink	352	10.33	sink	sɪŋk	1062
# 
2175	German	to swim	155	10.35	schwimmen	ʃvɪmən	476
2176	French	to swim	155	10.35	nager	naʒe	477
2177	Dutch	to swim	155	10.35	zwemmen	zwɛmə	476
2178	English	to swim	155	10.35	swim	swɪm	476
# 
2189	German	to fly	348	10.37	fliegen	fliːɡən	1051
2190	French	to fly	348	10.37	voler	vɔle	6051
2191	Dutch	to fly	348	10.37	vliegen	vliːɣə	1051
2192	English	to fly	348	10.37	fly	flaɪ	1051
# 
2193	German	to blow	355	10.38	blasen	blaːzən	1075
2194	French	to blow	355	10.38	souffler	sufle	1076
2195	Dutch	to blow	355	10.38	blazen	blaːzə	1075
2196	English	to blow	355	10.38	blow	bləʊ	1075
# 
2197	German	to crawl	48	10.41	schleichen	ʃlaixən	140
2198	French	to crawl	48	10.41	ramper	ʀɑ̃pe	142
2199	Dutch	to crawl	48	10.41	kruipen	krœypə	6052
2200	English	to crawl	48	10.41	crawl	krɔːl	141
# 
2201	German	to slide or slip	46	10.42	gleiten	ɡlaitən	135
2202	French	to slide or slip	46	10.42	glisser	ɡlise	6053
2203	Dutch	to slide or slip	46	10.42	glijden	xlɛɪdə	135
2205	English	to slide or slip	46	10.42	slide	slaɪd	135
# 
2206	German	to jump	47	10.43	springen	ʃprɪŋən	137
2207	French	to jump	47	10.43	sauter	sote	139
2208	Dutch	to jump	47	10.43	springen	sprɪŋə	137
2209	English	to jump	47	10.43	jump	ʤʌmp	138
# 
2210	German	to dance	45	10.44	tanzen	tanʦən	-134
2211	French	to dance	45	10.44	danser	dɑ̃se	134
2212	Dutch	to dance	45	10.44	dansen	dɑnsə	-134
2213	English	to dance	45	10.44	dance	dɑːns	-134
# 
2214	German	to limp	320	10.451	hinken	hɪŋkən	961
2215	French	to limp	320	10.451	boiter	bwate	963
2216	Dutch	to limp	320	10.451	hinken	hɪŋkə	961
2217	English	to limp	320	10.451	limp	lɪmp	962
# 
2218	German	to go	44	10.47	fahren	faːrən	130
2219	French	to go	44	10.47	aller	ale	132
2220	Dutch	to go	44	10.47	gaan	xaːn	133
2221	English	to go	44	10.47	go	ɡəʊ	133
# 
2223	German	to climb	184	10.472	klettern	klɛtərn	568
2224	French	to climb	184	10.472	grimper	ɡʀɛ̃pe	567
2225	Dutch	to climb	184	10.472	klimmen	klɪmə	566
2226	English	to climb	184	10.472	climb	klaɪm	566
# 
2227	German	to go out	609	10.474	ausgehen	aus#ɡeːən	1839
2228	French	to go out	609	10.474	sortir	sɔʀtiʀ	1841
2229	Dutch	to go out	609	10.474	weggaan	wɛ#ɣaːn	1839
2230	English	to go out	609	10.474	go out	ɡəʊ#aʊt	1839
# 
2231	German	to come back	360	10.481	zurückkommen	ʦuːrʏk#kɔmən	1097
2232	French	to come back	360	10.481	revenir	ʀə#vniʀ	1099
2233	Dutch	to come back	360	10.481	terugkomen	tərʉx#koːmə	1097
2234	English	to come back	360	10.481	come back	kʌm#bæk	1097
# 
2236	German	to leave	53	10.49	weggehen	vɛk#ɡeːən	158
2237	French	to leave	53	10.49	partir	paʀtiʀ	157
2238	Dutch	to leave	53	10.49	weggaan	wɛ#ɣaːn	158
2239	English	to leave	53	10.49	leave	liːv	156
# 
2244	German	to follow	588	10.52	folgen	fɔlɡən	1777
2245	French	to follow	588	10.52	suivre	sɥivʀ	1778
2246	Dutch	to follow	588	10.52	volgen	vɔlɣə	1777
2247	English	to follow	588	10.52	follow	fɔləʊ	1777
# 
2270	German	to carry	478	10.61	tragen	traːɡən	1431
2271	French	to carry	478	10.61	porter	pɔʀte	1433
2272	Dutch	to carry	478	10.61	dragen	draːɣə	1431
2273	English	to carry	478	10.61	carry	kærɪ	1432
# 
2274	German	to bring	479	10.62	bringen	brɪŋən	1434
2277	French	to bring	479	10.62	amener	amne	1437
2278	Dutch	to bring	479	10.62	brengen	brɛŋə	1434
2279	English	to bring	479	10.62	bring	brɪŋ	1434
# 
2280	German	to send	480	10.63	schicken	ʃɪkən	1438
2282	French	to send	480	10.63	envoyer	ɑ̃vwaje	1440
2284	Dutch	to send	480	10.63	zenden	zɛndə	1439
2285	English	to send	480	10.63	send	sɛnd	1439
# 
2286	German	to lead	474	10.64	führen	fyːrən	1416
2287	German	to lead	474	10.64	leiten	laitən	1417
2289	French	to lead	474	10.64	conduire	kɔ̃dɥiʀ	1419
2290	Dutch	to lead	474	10.64	leiden	lɛɪdə	1417
2291	English	to lead	474	10.64	lead	liːd	1417
# 
2297	German	to ride	476	10.66	reiten	raitən	1424
2299	French	to ride	476	10.66	chevaucher	ʃəvoʃe	1425
2300	Dutch	to ride	476	10.66	rijden	rɛɪdə	1424
2301	English	to ride	476	10.66	ride	raɪd	1424
# 
2302	German	to push	477	10.67	stoßen	ʃtoːsən	1427
2304	French	to push	477	10.67	pousser	puse	1428
2305	Dutch	to push	477	10.67	duwen	dyːwə	1429
2306	English	to push	477	10.67	push	pʊʃ	-1428
# 
2307	German	the road	261	10.71	Weg	vɛk	782
2308	French	the road	261	10.71	route	ʀut	783
2309	Dutch	the road	261	10.71	weg	wɛx	782
2310	English	the road	261	10.71	road	rəʊd	783
# 
2311	German	the path	260	10.72	Pfad	p͡faːt	778
2313	French	the path	260	10.72	sentier	sɑ̃tje	779
2314	French	the path	260	10.72	chemin	ʃəmɛ̃	781
2315	Dutch	the path	260	10.72	pad	pɑt	778
2316	English	the path	260	10.72	path	pɑːθ	778
# 
2317	German	the bridge	264	10.74	Brücke	brʏkə	790
2318	French	the bridge	264	10.74	pont	pɔ̃	791
2319	Dutch	the bridge	264	10.74	brug	brʉx	790
2320	English	the bridge	264	10.74	bridge	brɪʤ	790
# 
2329	German	the wheel	262	10.76	Rad	raːt	784
2330	French	the wheel	262	10.76	roue	ʀu	6100
2331	Dutch	the wheel	262	10.76	wiel	wiːl	785
2332	English	the wheel	262	10.76	wheel	wiːl	785
# 
2333	German	the yoke	265	10.78	Joch	jɔx	792
2334	French	the yoke	265	10.78	joug	ʒu	792
2335	Dutch	the yoke	265	10.78	juk	jʉk	792
2336	English	the yoke	265	10.78	yoke	jəʊk	792
# 
2347	German	the oar	366	10.85	Ruder	ruːdər	1112
2348	French	the oar	366	10.85	rame	ʀam	1114
2349	Dutch	the oar	366	10.85	riem	riːm	-1114
2350	English	the oar	366	10.85	oar	ɔːr	1113
# 
2351	German	the paddle	406	10.851	Paddel	padəl	1223
2352	French	the paddle	406	10.851	pagaie	paɡɛ	1224
2353	Dutch	the paddle	406	10.851	peddel	pɛdəl	1223
2354	English	the paddle	406	10.851	paddle	pædḷ	1223
# 
2364	German	the mast	365	10.87	Mast	mast	1111
2365	French	the mast	365	10.87	mât	mɑ	1111
2366	Dutch	the mast	365	10.87	mast	mɑst	1111
2367	English	the mast	365	10.87	mast	mɑːst	1111
# 
2368	German	the sail	368	10.88	Segel	zeːɡəl	1117
2369	French	the sail	368	10.88	voile	vwal	1118
2370	Dutch	the sail	368	10.88	zeil	zɛɪl	1117
2371	English	the sail	368	10.88	sail	seɪl	1117
# 
2372	German	to have	472	11.11	haben	haːbən	1411
2373	French	to have	472	11.11	avoir	avwaʀ	1412
2374	Dutch	to have	472	11.11	hebben	hɛbə	1411
2375	English	to have	472	11.11	have	hæv	1411
# 
2376	German	to take	471	11.13	nehmen	neːmən	1408
2377	French	to take	471	11.13	prendre	pʀɑ̃dʀ	1410
2378	Dutch	to take	471	11.13	nemen	neːmə	1408
2379	English	to take	471	11.13	take	teɪk	1409
# 
2381	German	to grasp	469	11.14	greifen	ɡraifən	1401
2382	French	to grasp	469	11.14	saisir	seziʀ	1402
2383	French	to grasp	469	11.14	attraper	atʀape	1404
2384	Dutch	to grasp	469	11.14	vastpakken	vɑst#pɑkə	1403
2385	English	to grasp	469	11.14	grasp	ɡrɑːsp	1401
# 
2386	German	to hold	470	11.15	halten	haltən	1407
2387	French	to hold	470	11.15	tenir	təniʀ	1406
2388	Dutch	to hold	470	11.15	vasthouden	vɑst#hɑudə	1407
2389	English	to hold	470	11.15	hold	həʊld	1407
# 
2390	German	to get	467	11.16	kriegen	kriːɡən	1394
2391	French	to get	467	11.16	obtenir	ɔptəniʀ	1396
2392	Dutch	to get	467	11.16	krijgen	krɛɪɣə	1394
2393	English	to get	467	11.16	get	ɡɛt	1395
# 
2394	German	to keep	468	11.17	behalten	bə#haltən	1397
2395	French	to keep	468	11.17	garder	ɡaʀde	1399
2396	French	to keep	468	11.17	retenir	ʀətəniʀ	1400
2397	Dutch	to keep	468	11.17	houden	hɑudə	1397
2398	English	to keep	468	11.17	keep	kiːp	1398
# 
2399	German	the thing	465	11.18	Sache	zaxə	1389
2400	German	the thing	465	11.18	Ding	dɪŋ	1390
2401	French	the thing	465	11.18	chose	ʃoz	1389
2402	Dutch	the thing	465	11.18	ding	dɪŋ	1390
2403	English	the thing	465	11.18	thing	θɪŋ	1390
# 
2404	German	to give	689	11.21	geben	ɡeːbən	2086
2405	French	to give	689	11.21	donner	dɔne	2087
2406	Dutch	to give	689	11.21	geven	xeːvə	2086
2407	English	to give	689	11.21	give	ɡɪv	2086
# 
2408	German	to give back	688	11.22	zurückgeben	ʦuːrʏk#ɡeːbən	2082
2409	French	to give back	688	11.22	rendre	ʀɑ̃dʀ	2084
2410	Dutch	to give back	688	11.22	teruggeven	tərʉ#ɣeːvə	2082
2411	English	to give back	688	11.22	give back	ɡɪv#bæk	2082
# 
2413	German	to preserve	691	11.24	bewahren	bə#vaːrən	2091
2414	French	to preserve	691	11.24	préserver	pʀezɛʀve	2092
2415	Dutch	to preserve	691	11.24	behouden	bə#hɑudə	2093
2416	Dutch	to preserve	691	11.24	bewaren	bə#waːrə	2091
2417	English	to preserve	691	11.24	preserve	prɪzɜːv	-2092
# 
2418	German	to destroy	690	11.27	zerstören	ʦɛr#ʃtɶːrən	2088
2419	German	to destroy	690	11.27	vernichten	fɛrnɪxtən	2090
2420	French	to destroy	690	11.27	détruire	detʀɥiʀ	2089
2421	Dutch	to destroy	690	11.27	vernietigen	vər#niːtəɣə	2090
2422	English	to destroy	690	11.27	destroy	dɪstrɔɪ	-2089
# 
2430	German	to look for	187	11.31	suchen	zuːxən	576
2431	French	to look for	187	11.31	chercher	ʃɛʀʃe	578
2432	Dutch	to look for	187	11.31	zoeken	zuːkə	576
2433	English	to look for	187	11.31	look for	lʊk#fɔːr	577
2434	English	to look for	187	11.31	seek	siːk	576
# 
2435	German	to find	188	11.32	finden	fɪndən	579
2436	French	to find	188	11.32	trouver	tʀuve	580
2437	Dutch	to find	188	11.32	vinden	vɪndə	579
2438	English	to find	188	11.32	find	faɪnd	579
# 
2439	German	to lose	189	11.33	verlieren	fɛr#liːrən	581
2440	French	to lose	189	11.33	perdre	pɛʀdʀ	583
2441	Dutch	to lose	189	11.33	verliezen	vər#liːzə	581
2442	English	to lose	189	11.33	lose	luːz	581
# 
2447	German	rich	594	11.51	reich	raix	-1791
2448	French	rich	594	11.51	riche	ʀiʃ	1791
2449	Dutch	rich	594	11.51	rijk	rɛɪk	-1791
2450	English	rich	594	11.51	rich	rɪʧ	-1791
# 
2451	German	poor	592	11.52	bedürftig	bə#dʏrftɪx	1786
2452	French	poor	592	11.52	pauvre	povʀ	1787
2453	Dutch	poor	592	11.52	arm	ɑrm	1788
2454	English	poor	592	11.52	poor	pɔːr	-1787
# 
2455	German	the beggar	593	11.53	Bettler	bɛtlər	1789
2456	French	the beggar	593	11.53	mendiant	mɑ̃djɑ̃	1790
2457	Dutch	the beggar	593	11.53	bedelaar	beːdəlaːr	1789
2458	English	the beggar	593	11.53	beggar	bɛɡər	6200
# 
2466	German	the debt	63	11.64	Schuld	ʃʊlt	186
2467	French	the debt	63	11.64	dette	dɛt	187
2468	Dutch	the debt	63	11.64	schuld	sxʉlt	186
2469	English	the debt	63	11.64	debt	dɛt	-187
# 
2470	German	to pay	62	11.65	bezahlen	bə#ʦaːlən	184
2471	German	to pay	62	11.65	zahlen	ʦaːlən	184
2472	French	to pay	62	11.65	payer	peje	185
2473	Dutch	to pay	62	11.65	betalen	bə#taːlə	184
2474	English	to pay	62	11.65	pay	peɪ	-185
# 
2475	German	the bill	61	11.66	Rechnung	rɛxnʊŋ	181
2476	French	the bill	61	11.66	compte	kɔ̃t	183
2477	Dutch	the bill	61	11.66	rekening	reːkənɪŋ	181
2478	English	the bill	61	11.66	bill	bɪl	182
# 
2486	German	to hire	276	11.77	anstellen	an#ʃtɛlən	827
2487	French	to hire	276	11.77	louer	lue	826
2488	Dutch	to hire	276	11.77	aanstellen	aːn#stɛlə	827
2489	English	to hire	276	11.77	hire	haɪər	825
# 
2490	German	the wages	274	11.78	Lohn	loːn	816
2492	German	the wages	274	11.78	Bezahlung	bə#ʦaːlʊŋ	820
2493	French	the wages	274	11.78	salaire	salɛʀ	818
2494	Dutch	the wages	274	11.78	loon	loːn	816
2495	Dutch	the wages	274	11.78	salaris	saːlaːrəs	-818
2496	English	the wages	274	11.78	wages	weɪʤɪz	817
# 
2497	German	to earn	275	11.79	verdienen	fɛr#diːnən	821
2498	French	to earn	275	11.79	gagner	ɡaɲe	823
2499	Dutch	to earn	275	11.79	verdienen	vər#diːnə	821
2500	English	to earn	275	11.79	earn	ɜːn	822
# 
2501	German	to buy	77	11.81	kaufen	kaufən	232
2502	French	to buy	77	11.81	acheter	aʃte	234
2503	Dutch	to buy	77	11.81	kopen	koːpə	232
2504	English	to buy	77	11.81	buy	baɪ	233
# 
2505	German	to sell	79	11.82	verkaufen	fɛr#kaufən	240
2506	French	to sell	79	11.82	vendre	vɑ̃dʀ	242
2507	Dutch	to sell	79	11.82	verkopen	vər#koːpə	240
2508	English	to sell	79	11.82	sell	sɛl	241
# 
2527	German	the price	75	11.87	Preis	prais	-225
2528	French	the price	75	11.87	prix	pʀi	225
2529	Dutch	the price	75	11.87	prijs	prɛɪs	-225
2530	English	the price	75	11.87	price	praɪs	-225
# 
2531	German	expensive	80	11.88	teuer	tɔyər	243
2532	French	expensive	80	11.88	cher	ʃɛʀ	245
2533	Dutch	expensive	80	11.88	duur	dyːr	243
2534	English	expensive	80	11.88	expensive	ɪks#pɛnsɪv	244
# 
2535	German	to share	294	11.91	austeilen	aus#tailən	885
2536	French	to share	294	11.91	partager	paʀtaʒe	887
2537	Dutch	to share	294	11.91	delen	deːlə	885
2538	English	to share	294	11.91	share	ʃɛər	886
# 
2539	German	to weigh	291	11.92	wiegen	viːɡən	877
2540	French	to weigh	291	11.92	peser	pəze	879
2541	Dutch	to weigh	291	11.92	wegen	weːɣə	877
2542	English	to weigh	291	11.92	weigh	weɪ	878
# 
2546	German	the place	757	12.11	Platz	plaʦ	-2284
2549	French	the place	757	12.11	place	plas	2284
2551	Dutch	the place	757	12.11	plaats	plaːʦ	-2284
2552	English	the place	757	12.11	place	pleɪs	-2284
# 
2553	German	to put	321	12.12	setzen	zɛʦən	964
2554	French	to put	321	12.12	mettre	mɛtʀ	966
2555	Dutch	to put	321	12.12	leggen	lɛɣə	967
2556	English	to put	321	12.12	put	pʊt	965
# 
2557	German	to remain	279	12.16	bleiben	blaibən	837
2559	French	to remain	279	12.16	rester	ʀɛste	838
2561	French	to remain	279	12.16	attendre	atɑ̃dʀ	842
2562	Dutch	to remain	279	12.16	blijven	blɛɪvə	837
2563	English	to remain	279	12.16	stay	steɪ	838
# 
2566	German	the remains	751	12.17	Rest	rɛst	-2270
2567	French	the remains	751	12.17	reste	ʀɛst	2270
2568	Dutch	the remains	751	12.17	resten	rɛstə	-2270
2569	English	the remains	751	12.17	remains	rɪmeɪnz	2269
# 
2570	German	to gather	733	12.21	sammeln	zaməln	2219
2571	French	to gather	733	12.21	recueillir	ʀəkœjiʀ	2221
2572	French	to gather	733	12.21	rassembler	ʀasɑ̃ble	2223
2573	Dutch	to gather	733	12.21	verzamelen	vər#zaːmələ	2219
2574	English	to gather	733	12.21	gather	ɡæðər	2220
2575	English	to gather	733	12.21	collect	kəlɛkt	2222
# 
2581	German	to pile up	703	12.213	aufhäufen	auf#hɔyfən	2132
2582	German	to pile up	703	12.213	auftürmen	auf#tʏrmən	2136
2583	French	to pile up	703	12.213	entasser	ɑ̃tɑse	2134
2584	Dutch	to pile up	703	12.213	opstapelen	ɔpstaːpələ	2135
2585	English	to pile up	703	12.213	pile up	paɪlʌp	2133
# 
2586	German	to join	723	12.22	verbinden	fɛr#bɪndən	2185
2589	French	to join	723	12.22	unir	yniʀ	2187
2591	Dutch	to join	723	12.22	verbinden	vər#bɪndə	2185
2592	English	to join	723	12.22	join	ʤɔɪn	2186
# 
2593	German	to divide	259	12.232	teilen	tailən	776
2594	French	to divide	259	12.232	diviser	divize	777
2595	Dutch	to divide	259	12.232	verdelen	vər#deːlə	776
2596	English	to divide	259	12.232	divide	dɪvaɪd	-777
# 
2597	German	to open	494	12.24	öffnen	œfnən	1479
2599	French	to open	494	12.24	ouvrir	uvʀiʀ	1481
2600	Dutch	to open	494	12.24	openen	oːpənə	1479
2601	English	to open	494	12.24	open	əʊpən	1479
# 
2602	German	to shut	495	12.25	zumachen	ʦuː#maxən	1483
2603	French	to shut	495	12.25	fermer	fɛʀme	1485
2604	Dutch	to shut	495	12.25	sluiten	slœytə	1484
2606	English	to shut	495	12.25	close	kləʊs	1486
# 
2615	German	high	281	12.31	hoch	hoːx	847
2616	French	high	281	12.31	haut	o	848
2617	Dutch	high	281	12.31	hoog	hoːx	847
2618	English	high	281	12.31	high	haɪ	847
# 
2619	German	low	283	12.32	niedrig	niːdrɪx	854
2620	French	low	283	12.32	bas	bɑ	856
2621	Dutch	low	283	12.32	laag	laːx	855
2622	English	low	283	12.32	low	ləʊ	855
# 
2623	German	the top	282	12.33	Spitze	ʃpɪʦə	849
2626	French	the top	282	12.33	sommet	sɔmmɛ	853
2627	Dutch	the top	282	12.33	top	tɔp	850
2628	English	the top	282	12.33	top	tɔp	850
# 
2629	German	the bottom	220	12.34	Boden	boːdən	659
2630	French	the bottom	220	12.34	fond	fɔ̃	660
2631	Dutch	the bottom	220	12.34	bodem	boːdəm	659
2632	English	the bottom	220	12.34	bottom	bɔtəm	659
# 
2633	German	pointed	504	12.352	Spitze	ʃpɪʦə	1518
2634	French	pointed	504	12.352	pointu	pwɛ̃ty	1520
2635	Dutch	pointed	504	12.352	spits	spɪʦ	1518
2636	English	pointed	504	12.352	pointed	pɔɪntɪd	1519
# 
2646	German	the side	286	12.36	Seite	zaitə	864
2647	French	the side	286	12.36	côté	kote	865
2648	Dutch	the side	286	12.36	kant	kɑnt	866
2649	English	the side	286	12.36	side	saɪd	864
# 
2650	German	the middle	285	12.37	Mitte	mɪtə	860
2651	German	the middle	285	12.37	Zentrum	ʦɛntrʊm	862
2652	French	the middle	285	12.37	milieu	miljø	861
2653	French	the middle	285	12.37	centre	sɑ̃tʀ	862
2654	Dutch	the middle	285	12.37	midden	mɪdə	860
2655	English	the middle	285	12.37	middle	mɪdḷ	860
# 
2657	German	right(1)	72	12.41	recht	rɛxt	213
2659	French	right(1)	72	12.41	droite	dʀwɑt	215
2660	Dutch	right(1)	72	12.41	rechts	rɛxʦ	213
2661	English	right(1)	72	12.41	right	raɪt	213
# 
2662	German	near	446	12.43	nahe	naː.ə	1333
2663	German	near	446	12.43	nah	naː	1333
2664	French	near	446	12.43	près	pʀɛ	1334
2665	Dutch	near	446	12.43	dichtbij	dɪɣd#bɛɪ	1335
2666	English	near	446	12.43	near	nɪər	1333
# 
2667	German	far	429	12.44	fern	fɛrn	1286
2669	French	far	429	12.44	loin	lwɛ̃	1287
2670	Dutch	far	429	12.44	ver	vɛr	1286
2671	English	far	429	12.44	far	fɑːr	1286
# 
2672	German	the west	431	12.46	Westen	vɛstən	1293
2673	French	the west	431	12.46	ouest	wɛst	-1293
2674	French	the west	431	12.46	occident	ɔksidɑ̃	1294
2675	Dutch	the west	431	12.46	westen	wɛstə	1293
2676	English	the west	431	12.46	west	wɛst	1293
# 
2677	German	the south	66	12.48	Süden	zyːdən	197
2678	French	the south	66	12.48	sud	syd	197
2679	Dutch	the south	66	12.48	zuiden	zœydə	197
2680	English	the south	66	12.48	south	saʊθ	197
# 
2703	German	small	7	12.56	klein	klain	20
2704	French	small	7	12.56	petit	pəti	22
2705	Dutch	small	7	12.56	klein	klɛɪn	20
2706	English	small	7	12.56	small	smɔːl	21
2707	English	small	7	12.56	little	lɪtḷ	23
# 
2708	German	long	665	12.57	lang	laŋ	2020
2709	French	long	665	12.57	long	lɔ̃	2020
2710	Dutch	long	665	12.57	lang	lɑŋ	2020
2711	English	long	665	12.57	long	lɔŋ	2020
# 
2717	German	wide	395	12.61	breit	brait	1193
2718	French	wide	395	12.61	large	laʀʒ	1195
2719	Dutch	wide	395	12.61	breed	breːt	1193
2720	Dutch	wide	395	12.61	wijd	wɛɪt	1194
2721	English	wide	395	12.61	wide	waɪd	1194
# 
2722	German	narrow	393	12.62	schmal	ʃmaːl	1187
2723	French	narrow	393	12.62	étroit	etʀwa	1189
2724	Dutch	narrow	393	12.62	nauw	nɑuw	1188
2725	English	narrow	393	12.62	narrow	nærəʊ	1188
# 
2726	German	thick	154	12.63	dick	dɪk	474
2727	French	thick	154	12.63	épais	epɛ	475
2728	Dutch	thick	154	12.63	dik	dɪk	474
2729	English	thick	154	12.63	thick	θɪk	474
# 
2730	German	thin	150	12.65	dünn	dʏn	467
2731	French	thin	150	12.65	mince	mɛ̃s	468
2732	Dutch	thin	150	12.65	dun	dʉn	467
2733	English	thin	150	12.65	thin	θɪn	467
# 
2734	German	deep	390	12.67	tief	tiːf	1177
2735	French	deep	390	12.67	profond	pʀɔfɔ̃	1178
